value,date,realtime_start,realtime_end
.,1984-09-01,2018-11-24,2018-11-24
.,1984-10-01,2018-11-24,2018-11-24
.,1984-11-01,2018-11-24,2018-11-24
.,1984-12-01,2018-11-24,2018-11-24
.,1985-01-01,2018-11-24,2018-11-24
.,1985-02-01,2018-11-24,2018-11-24
.,1985-03-01,2018-11-24,2018-11-24
.,1985-04-01,2018-11-24,2018-11-24
.,1985-05-01,2018-11-24,2018-11-24
.,1985-06-01,2018-11-24,2018-11-24
.,1985-07-01,2018-11-24,2018-11-24
.,1985-08-01,2018-11-24,2018-11-24
.,1985-09-01,2018-11-24,2018-11-24
.,1985-10-01,2018-11-24,2018-11-24
.,1985-11-01,2018-11-24,2018-11-24
.,1985-12-01,2018-11-24,2018-11-24
.,1986-01-01,2018-11-24,2018-11-24
.,1986-02-01,2018-11-24,2018-11-24
.,1986-03-01,2018-11-24,2018-11-24
.,1986-04-01,2018-11-24,2018-11-24
.,1986-05-01,2018-11-24,2018-11-24
.,1986-06-01,2018-11-24,2018-11-24
.,1986-07-01,2018-11-24,2018-11-24
.,1986-08-01,2018-11-24,2018-11-24
.,1986-09-01,2018-11-24,2018-11-24
.,1986-10-01,2018-11-24,2018-11-24
.,1986-11-01,2018-11-24,2018-11-24
.,1986-12-01,2018-11-24,2018-11-24
.,1987-01-01,2018-11-24,2018-11-24
.,1987-02-01,2018-11-24,2018-11-24
.,1987-03-01,2018-11-24,2018-11-24
.,1987-04-01,2018-11-24,2018-11-24
.,1987-05-01,2018-11-24,2018-11-24
.,1987-06-01,2018-11-24,2018-11-24
.,1987-07-01,2018-11-24,2018-11-24
.,1987-08-01,2018-11-24,2018-11-24
.,1987-09-01,2018-11-24,2018-11-24
.,1987-10-01,2018-11-24,2018-11-24
.,1987-11-01,2018-11-24,2018-11-24
.,1987-12-01,2018-11-24,2018-11-24
.,1988-01-01,2018-11-24,2018-11-24
.,1988-02-01,2018-11-24,2018-11-24
.,1988-03-01,2018-11-24,2018-11-24
.,1988-04-01,2018-11-24,2018-11-24
.,1988-05-01,2018-11-24,2018-11-24
.,1988-06-01,2018-11-24,2018-11-24
.,1988-07-01,2018-11-24,2018-11-24
.,1988-08-01,2018-11-24,2018-11-24
.,1988-09-01,2018-11-24,2018-11-24
.,1988-10-01,2018-11-24,2018-11-24
.,1988-11-01,2018-11-24,2018-11-24
.,1988-12-01,2018-11-24,2018-11-24
.,1989-01-01,2018-11-24,2018-11-24
.,1989-02-01,2018-11-24,2018-11-24
.,1989-03-01,2018-11-24,2018-11-24
.,1989-04-01,2018-11-24,2018-11-24
.,1989-05-01,2018-11-24,2018-11-24
.,1989-06-01,2018-11-24,2018-11-24
.,1989-07-01,2018-11-24,2018-11-24
.,1989-08-01,2018-11-24,2018-11-24
.,1989-09-01,2018-11-24,2018-11-24
.,1989-10-01,2018-11-24,2018-11-24
.,1989-11-01,2018-11-24,2018-11-24
.,1989-12-01,2018-11-24,2018-11-24
.,1990-01-01,2018-11-24,2018-11-24
.,1990-02-01,2018-11-24,2018-11-24
.,1990-03-01,2018-11-24,2018-11-24
.,1990-04-01,2018-11-24,2018-11-24
.,1990-05-01,2018-11-24,2018-11-24
.,1990-06-01,2018-11-24,2018-11-24
.,1990-07-01,2018-11-24,2018-11-24
.,1990-08-01,2018-11-24,2018-11-24
.,1990-09-01,2018-11-24,2018-11-24
.,1990-10-01,2018-11-24,2018-11-24
.,1990-11-01,2018-11-24,2018-11-24
.,1990-12-01,2018-11-24,2018-11-24
.,1991-01-01,2018-11-24,2018-11-24
.,1991-02-01,2018-11-24,2018-11-24
.,1991-03-01,2018-11-24,2018-11-24
.,1991-04-01,2018-11-24,2018-11-24
