part_number,cost,qty_sold,Label
0c1e07ba8dd0,0,21,Overseas
0f066fff62af,0,46,Overseas
0ab8477d6569,0,82,Overseas
89185f9a3525,0,32,Overseas
09b5ff52941c,0.01292,1,Overseas
57df4230887c,0,33,Overseas
2295b12569d3,0,1,Overseas
f6854523dde8,0,52,Overseas
fc034a31e662,0,85,Overseas
a8a8fd1f583a,0,98,Overseas
052d0c3d7bbb,0,8,Overseas
3fb3e22eb102,0,75,Overseas
b45dfb619846,0,34,Overseas
14228a31ecf0,0,18,Overseas
8bf55ae20e1c,0,50,Overseas
b81219393102,0,14,Overseas
f74724f6c485,0,3,Overseas
6c41c13cf113,0,89,Overseas
a5a285e8465d,0,35,Overseas
740e793979a1,0,69,Overseas
26dfd4e9076d,0,22,Overseas
db049bdee98b,0,24,Overseas
a12938df395d,0,54,Overseas
ff467684401d,0,2,Overseas
9d3dfa83888b,0,67,Overseas
7052ddb09d1c,0,52,Overseas
bacc966c643e,0,22,Overseas
b268d0c656ba,0,60,Overseas
366a224351f1,0,45,Overseas
06fc3beda21b,0,56,Overseas
754fafee5e81,0,33,Overseas
67f8dfb2c588,0,68,Overseas
61a4b7478d98,0,41,Overseas
2d98a2549d26,0,95,Overseas
94295a9ab4d3,0,82,Overseas
59afe6e4cfec,0,56,Overseas
593c7afe883b,0,73,Overseas
caa1832d0c27,0,64,Overseas
5768b3b1855f,0,48,Overseas
7a7f5da056cc,0,79,Overseas
ebb394366eb9,0,28,Overseas
2456ca32d1e6,0,18,Overseas
758de82d51b7,0,97,Overseas
c7c2950ffcd9,0,48,Overseas
d1239622fed7,0,86,Overseas
b33fffa46782,0.017,62,Overseas
b7f1c3a54a60,0,43,Overseas
3d6f1f17945d,0,28,Overseas
709b3a063846,0,44,Overseas
a53bef7a7da9,0,14,Overseas
5fdeb2c42d55,0,31,Overseas
d074a9245b2a,0,23,Overseas
929b3494b710,0.2,52,Standard
6dfcba878d71,0.00738,34,Overseas
7f01bf2bd4a9,0,8,Overseas
08c9844847c5,0,76,Overseas
086b9bee1a11,0,87,Overseas
78c56f6876af,0,70,Overseas
aae87de72a32,0,41,Overseas
1e5ddeda01e7,0,9,Overseas
8c713a2aaba1,0.007,61,Overseas
ded91e7e9ae9,0,72,Overseas
3368dca1a01a,0,35,Overseas
5eacf572dec5,0,10,Overseas
84ede2516edd,0,22,Overseas
19169411100c,0,71,Overseas
e4d4b42976c2,0,94,Overseas
d914365826ad,0,43,Overseas
732758050b0f,0.0094,11,Overseas
95c1e53a156e,0,54,Overseas
a6f940e7a2ad,0,3,Overseas
119ecf2baa9a,0,50,Overseas
3ff9505edec0,0,15,Overseas
34960c3c4731,0.045,48,Overseas
8da06966f560,0,66,Overseas
c8931f16174d,0,59,Overseas
180d0ec468ba,0,84,Overseas
e3b7efa7a4a6,0,55,Overseas
c0e6c585f19b,0,22,Overseas
2d7b2b022e65,0,22,Overseas
367f10878907,0,96,Overseas
1b09cf49c0e1,0,64,Overseas
5a0ad5523bd1,0,77,Overseas
51447315763,0,47,Overseas
fd6f0d9414a5,0,22,Overseas
92bb00d62903,0,7,Overseas
5d7806dce41e,0,72,Overseas
bdd1f059d932,0.01165,55,Overseas
eb3fc0070ade,0,44,Overseas
3f4882b768d2,0,78,Overseas
61ebcfe1edf4,0,65,Overseas
e88688b1b944,0,39,Overseas
97ab31b58a4f,0,82,Overseas
4bfe503a0faa,0.0096,99,Overseas
d7bd4cf73d15,0.006,1,Overseas
083c7ba56a72,0,76,Overseas
7d928e4a0f61,0,61,Overseas
f013a4dee2b9,0.0085,2,Overseas
26969df5a00d,0,19,Overseas
1e9e48eaf021,0,40,Overseas
80b973447f6c,0.006,30,Overseas
80b973447f6c,0,43,Overseas
1d0629663c53,0,55,Overseas
f89771b5636d,0,49,Overseas
e74918d9b299,0,58,Overseas
05cd3acbb627,0,52,Overseas
ff1456893461,0,70,Overseas
4f67d01f2bad,0,33,Overseas
44fef5dd9c40,0,9,Overseas
bbfa85225174,0,33,Overseas
9549818f8d5f,0,61,Overseas
ddbad2de938f,0,59,Overseas
947a6e648898,0.068,86,Overseas
aab8346b7452,0,49,Overseas
19d587973141,0,79,Overseas
5561a9a05a31,0,87,Overseas
659ff609fa4b,0,97,Overseas
4ca62d25c738,0,72,Overseas
bdc00ccca3b6,0.007,54,Overseas
36c80b070a9f,0.034,46,Overseas
dfccaa714035,0,47,Overseas
0640c4203807,0.0088,65,Overseas
f26429c1ef56,0,79,Overseas
5b4814e55c38,0,31,Overseas
3fabdf0db4f1,0,22,Overseas
884e3033be73,0,90,Overseas
34371fd29b5a,0,60,Overseas
fbdb615d10fc,0,28,Overseas
5380a897d1e7,0,29,Overseas
f707e0874206,0,81,Overseas
9cee54300c01,0,97,Overseas
4750a88350ae,0,11,Overseas
ba468194fd2b,0,92,Overseas
e8320d34531d,0,68,Overseas
f4f17852b159,0,40,Overseas
9dce290dc14a,0.02222,79,Overseas
2e1701d41de1,0,1,Overseas
abac920e703d,0,60,Overseas
758d44935245,0,25,Overseas
9f6a2b6101fb,0,40,Overseas
93a509a50941,0,26,Overseas
c0f77005caec,0,70,Overseas
888eb607b7de,0,15,Overseas
ac8ab747fd68,0,86,Overseas
e8beb82631cf,0,27,Overseas
0eacd12b738f,0,70,Overseas
6f76a08092db,0,22,Overseas
a2cd816ff9b2,0.0054,80,Overseas
538d0cea2c85,0,73,Overseas
d4fa173808c1,0,69,Overseas
fb45471685a0,0,32,Overseas
13e1ed1e5778,0,41,Overseas
d6ec69bfbc78,0,65,Overseas
cc3b173f5869,0,61,Overseas
88d35844372f,0,21,Overseas
9b90750ac5f9,0,26,Overseas
5a356971e924,0,91,Overseas
571729de8deb,0,73,Overseas
5f4cde693ff9,0,60,Overseas
8f56edc33cf0,0,75,Overseas
5865da1a47a0,0,100,Overseas
df10a8617d9b,0,63,Overseas
f273c6d61126,0,26,Overseas
143ee005300b,0,12,Overseas
fe75740e6730,0,93,Overseas
3614108bf035,0,26,Overseas
1be17c855a86,0,100,Overseas
39138df8a38f,0,10,Overseas
25402665daac,0,29,Overseas
cb43ad09615a,0.0075,85,Overseas
ff5178fc4f28,0,26,Overseas
87b15392dda4,0,71,Overseas
7810727cb7fe,0,96,Overseas
4a39c88fae54,0,55,Overseas
283cd5e61d14,0,24,Overseas
a66a91980e36,0,36,Overseas
edfacf5fdfef,0.01808,36,Overseas
248aec0f5718,0,1,Overseas
9a0ca5e253e4,0,43,Overseas
f9bab3544168,0,89,Overseas
777ab0122ae1,0,30,Overseas
169e6819724e,0,88,Overseas
bdf53c92c05c,0,22,Overseas
a83aa2ff9902,0,23,Overseas
a1047a82e530,0,71,Overseas
a1047a82e530,0,68,Overseas
910f0ca12941,0.0065,17,Overseas
4354a65a1235,0,95,Overseas
3bfdad8a5ba3,0,33,Overseas
06c36c8eb7d5,0,70,Overseas
63bde14cdc0f,0,52,Overseas
b2c775042572,0,48,Overseas
5e5f2b47c66f,0,32,Overseas
f5c200e4e836,0,24,Overseas
12629bc88904,0,98,Overseas
bb3d6679f0c9,0,31,Overseas
b7bace8f6ee5,0,68,Overseas
aa577619d5b5,0,99,Overseas
06457d28ee7f,0,16,Overseas
fc452ab33b48,0,62,Overseas
466fde03c102,0,82,Overseas
87b6f6f11a77,0,6,Overseas
c4ad624921f0,0,23,Overseas
a6b60745cdd5,0,35,Overseas
be0bd3c74abf,0,3,Overseas
dcbb7542523d,0,50,Overseas
0d5eff6e17f4,0,74,Overseas
8cfeefcc046f,0,32,Overseas
d3e85d8a774d,0,89,Overseas
d0f9d6c6e02d,0,14,Overseas
35739bb43a72,0,63,Overseas
34842011c016,0,59,Overseas
9ec2fb251b5e,0,28,Overseas
13e6e9fe3705,0.04,86,Overseas
7459108b0dbb,0,87,Overseas
ae8623610468,0,70,Overseas
03f545bce8bb,0,22,Overseas
38e64441a0a1,0,44,Overseas
1586d578e8ac,0,8,Overseas
eb98109576a3,0,36,Overseas
c2cd70eff89c,0,93,Overseas
9f16e8fd56ea,0,5,Overseas
90a619dcfeef,0,39,Overseas
a84e6cd99a4c,0,31,Overseas
d4367b8e8eb6,0,23,Overseas
027d2a316dcc,0,15,Overseas
8acee40b3f75,0,99,Overseas
12316fecf17a,0,56,Overseas
b3e82676f6f0,0,23,Overseas
bf84e57266cc,0,18,Overseas
1580a8f49e62,0,81,Overseas
5beb0a17812e,0,94,Overseas
c34174d7207c,0,53,Overseas
e3c806f22f3f,0,2,Overseas
f1c978f23396,0,88,Overseas
d5d9c50eb133,0,79,Overseas
01e7f5ef019c,0,93,Overseas
0e20755befa3,0,41,Overseas
09a57aa69e0f,0,80,Overseas
2d4b8852e206,0,85,Overseas
844e4f161f79,0,59,Overseas
31ee8b841892,0,61,Overseas
ed254be014b3,0.007,86,Overseas
532bee45d1dc,0,60,Overseas
61a8f4ee9166,0.2,81,Standard
fe68f4ead13c,0,19,Overseas
52d2a389ef4f,0,11,Overseas
e34403453477,0,27,Overseas
d50f37f6d81b,0,62,Overseas
85d1dcec96f9,0,5,Overseas
63f5364ca0fa,0,39,Overseas
5e5c706dcd05,0,69,Overseas
59173312db1f,0,85,Overseas
05f5fe84b31a,0,27,Overseas
7b4121e3c70d,0,97,Overseas
b90122a6e500,0.0075,66,Overseas
15aeaa20b576,0,69,Overseas
c324f5a4a747,0.0125,57,Overseas
6a368055f00b,0,50,Overseas
b91039a06d9d,0,17,Overseas
d6518c7c2c1d,0,74,Overseas
4b919b3b68f3,0,17,Overseas
ce7bf871bc15,0,56,Overseas
ab1416502f60,0,98,Overseas
9f8abf30a298,0,23,Overseas
0d6d7bbd4b2b,0,63,Overseas
ce8c715779a1,0,98,Overseas
35b9cea129ba,0,86,Overseas
4b595a9327c5,0,68,Overseas
a97f595aa910,0,37,Overseas
3f543e310476,0,80,Overseas
ce3e02aaec97,0,85,Overseas
e29f87343f8a,0.005,51,Overseas
a85240e59666,0.038,17,Overseas
8071091c692f,0,60,Overseas
0833a5ad1766,0,8,Overseas
08d8158a227b,0,96,Overseas
22a87194a73a,0,60,Overseas
d8d368da9c93,0,100,Overseas
c3504580ef11,0,32,Overseas
d2d6fa6a7a80,0,85,Overseas
b9a9c1d1a4a6,0,6,Overseas
67994e2d2e94,0,20,Overseas
be72fb02b8f5,0,26,Overseas
39b293c10828,0,3,Overseas
47a94cb1a3de,0,51,Overseas
572166f2cdf4,0,65,Overseas
9c4168dd1dd9,0,7,Overseas
d5f0a739b871,0.01,42,Overseas
208f64c0d84e,0.042,47,Overseas
31521432499a,0,7,Overseas
49e4779012a7,0.15,8,Overseas
40aad388af93,0,38,Overseas
d2a98da5d4fe,0,27,Overseas
d1f0332c4b76,0,53,Overseas
8daf6678e28d,0,99,Overseas
fd3ad76e905e,0,87,Overseas
cc7e6451d6aa,0,41,Overseas
36daa7a03e2c,0,1,Overseas
3c4a3e02997b,0,20,Overseas
1be1a57e80ff,0,46,Overseas
2bdd1d4ed1a4,0,18,Overseas
936011bd542c,0,16,Overseas
6e132a9ea377,0,36,Overseas
3ae8a1b70863,0,83,Overseas
9ff1cd13817d,0,86,Overseas
942cb0070831,0,70,Overseas
1013f323701f,0,37,Overseas
acbd538dba83,0,94,Overseas
718131f89e05,0,44,Overseas
55c12d63a1bf,0,36,Overseas
d13419e2abaa,0,21,Overseas
f45e6739b99b,0,93,Overseas
2c11e8891955,0,4,Overseas
144086a3e299,0,72,Overseas
6443574aa831,0,48,Overseas
77a5977adddd,0,69,Overseas
e764aaba5ec1,0,44,Overseas
972d0c08346c,0,85,Overseas
7399119bee24,0,39,Overseas
225150c6d1dc,0,82,Overseas
f1084daa1aba,0,67,Overseas
e1d9383362dd,0,7,Overseas
14a4ab4dd4d1,0,96,Overseas
d3725b6a522f,0,26,Overseas
eed865a398dc,0,46,Overseas
5a86f8bf2c63,0,86,Overseas
463fc1093482,0,2,Overseas
45514d49d3bc,0,93,Overseas
b97e766f2b85,0,71,Overseas
425308733fc4,0,28,Overseas
aed0952842a4,0,48,Overseas
739144935fb9,0.025,93,Overseas
27403dd43604,0,38,Overseas
d33d6f8f7c35,0,4,Overseas
cb89d3457417,0,82,Overseas
d0afd52356de,0,56,Overseas
f971e0baf1f2,0,83,Overseas
817148fb1ca3,0,95,Overseas
464d094085f9,0,35,Overseas
ab09a11ebe99,0,63,Overseas
564a20ba34d0,0,43,Overseas
abe35a780c7e,0,22,Overseas
dbf7f35c1d2c,0,88,Overseas
cb5560412b72,0.00805,100,Overseas
c706660540e0,0,62,Overseas
315b607091d1,0,79,Overseas
7501577160ac,0,30,Overseas
db81e16cc688,0,49,Overseas
9020d607f462,0,21,Overseas
a222607ee602,0,11,Overseas
c6a0722bf594,0,30,Overseas
fda64e60feac,0,65,Overseas
0c8884fd4844,0.008,84,Overseas
7300dc4636cc,0,94,Overseas
138b15242da2,0,85,Overseas
cc2fbc9ded98,0.011,68,Overseas
f3d7a59e8504,0,40,Overseas
01c7cc1ec436,0,34,Overseas
944aaa48a707,0,74,Overseas
f6477ee7d8e3,0,48,Overseas
2275a919f4dc,0,44,Overseas
877031f9f689,0,15,Overseas
5e792ae13cd9,0,94,Overseas
983f32029696,0,28,Overseas
ee9c6c34283b,0.008,53,Overseas
dc459b5011fb,0,24,Overseas
55bb553e83cf,0,6,Overseas
308791c546cb,0,1,Overseas
fa05956a9575,0,72,Overseas
4a37ff3d395c,0,11,Overseas
18c65ba06328,0,67,Overseas
9fc765191105,0,79,Overseas
ed64e0e86002,0,81,Overseas
2786f136a6b6,0,34,Overseas
304fa2a09f7b,0,88,Overseas
521b99ff49ec,0,65,Overseas
9bd802fe3c29,0,89,Overseas
d86f13f55cc8,0,37,Overseas
72e97494d771,0,92,Overseas
fabf66c84d17,0,22,Overseas
4183c3b862f8,0,37,Overseas
6707802e00ab,0,82,Overseas
c2dbb45e9c8b,0,35,Overseas
4c69d35d19f4,0,1,Overseas
f766679c4aa8,0,11,Overseas
2615d351fc1b,0,51,Overseas
572b0e5bc91a,0,90,Overseas
dd000eff16af,0,93,Overseas
a79e8371ab41,0,22,Overseas
75f295e650ab,0,84,Overseas
353ed411b91f,0,65,Overseas
cb27a64233e7,0,12,Overseas
ebf0369dfc3f,0,31,Overseas
6452707e1975,0,38,Overseas
3004a230efce,0,97,Overseas
dcbfd1945a34,0,24,Overseas
6f098a06ca30,0,68,Overseas
83e2a34e0c84,0,81,Overseas
e17f76a7abb2,0,16,Overseas
5eab3b67dda4,0,59,Overseas
27f9c5c207b7,0,98,Overseas
4f1274adbeb1,0,56,Overseas
ef3535f5b2a9,0,11,Overseas
632fea102670,0,91,Overseas
3cd49e38cd59,0,97,Overseas
b34c04edd8a1,0,14,Overseas
3a67202b7d2a,0,75,Overseas
7bf908c3ce5f,0,74,Overseas
14bb7ef970e2,0,6,Overseas
57e8c9e7495c,0,15,Overseas
731fdbd673cd,0,17,Overseas
b2046b17e974,0,67,Overseas
be8bdf80cf16,0,57,Overseas
0ececbbbf9ad,0,5,Overseas
bdf731abb987,0,22,Overseas
6b5aecc4330e,0,24,Overseas
f0cbbee6fce4,0,74,Overseas
5b9c1b245aa2,0,63,Overseas
90b129fe6bb0,0,22,Overseas
22ea3952cc82,0,34,Overseas
820c87e9c2ec,0,36,Overseas
e6ba833701c9,0,90,Overseas
afd3c0aeeef7,0,54,Overseas
7db50c5b675f,0,29,Overseas
0c3f8236394e,0.2,51,Standard
06eac08d46f5,0,12,Overseas
e44fc3de8e3b,0,70,Overseas
47b51d4d80b6,0,58,Overseas
aed0d35f30bd,0,64,Overseas
02cf8689848d,0,84,Overseas
c33d51220ffc,0,61,Overseas
68c5fe4a41cc,0,77,Overseas
f2bbf00d1f93,0,20,Overseas
7bf45c86c486,0,62,Overseas
d85b46650447,0,3,Overseas
5a2f212bc691,0,81,Overseas
704adc0f7b00,0,68,Overseas
de57b877b4fd,0,90,Overseas
5c2570dbfa26,0,32,Overseas
e30f7fdd7905,0,18,Overseas
f21c74460c10,0,81,Overseas
2cdb6c0d1849,0,48,Overseas
452986831de6,0,68,Overseas
95089388f866,0,97,Overseas
98966d958e0d,0,75,Overseas
36e39ac29ad8,0,33,Overseas
e75ab05a57c6,0,15,Overseas
3f2fdccb88a9,0,33,Overseas
a454dd6e726d,0,41,Overseas
ccd878b93d6d,0,26,Overseas
78eb889c68d4,0,1,Overseas
128cf3688f28,0,31,Overseas
0c0692943911,0,94,Overseas
9cce8ef22849,0,97,Overseas
ae71a29a3ba9,0,59,Overseas
9bba887ec9e4,0,51,Overseas
9494344e60aa,0,44,Overseas
ce43d6329a18,0,26,Overseas
8cca39ed240d,0,64,Overseas
3b895faf1244,0,19,Overseas
f99aba7d8cc9,0,4,Overseas
a408567b01fa,0,65,Overseas
951dcaf33ea8,0,28,Overseas
11317a340f3a,0,38,Overseas
2e95508b06cf,0.093,44,Overseas
b7da79affedd,0,77,Overseas
8ee31c57c0af,0,46,Overseas
45d882d915ac,0,76,Overseas
45f4bdbdc48e,0,68,Overseas
cd53d8b91f91,0,89,Overseas
6733e8c15aa5,0,25,Overseas
5be37ada6c4d,0,56,Overseas
14ab492b7981,0,38,Overseas
736d2cf8944e,0,96,Overseas
24d81eb4b15b,0,6,Overseas
11106356fe93,0,74,Overseas
cc28ef13c170,0,99,Overseas
79d0829fec24,0,91,Overseas
dc31fb1f5035,0,41,Overseas
626ffc0e1b2d,0,7,Overseas
dc4add3e92b6,0,5,Overseas
fed00808ba36,0,68,Overseas
92e536751b6f,0,68,Overseas
a4748937d50f,0,4,Overseas
853b793c7329,0,2,Overseas
0d4d9d45e9fb,0,44,Overseas
cc78f6152aa2,0.02,91,Overseas
cd6f30a6928e,0,94,Overseas
29e15896256e,0,14,Overseas
763126f7ead0,0,89,Overseas
d8be8f3ebda8,0,39,Overseas
90e998545401,0,60,Overseas
2d912413503a,0,39,Overseas
f36681bbc3cf,0,82,Overseas
8c3e66b05435,0,48,Overseas
32af4c30d685,0,84,Overseas
9b2508791c99,0,5,Overseas
5fa9b7e12e9d,0,87,Overseas
b970cfd5cd7b,0,94,Overseas
460a6efb13a9,0,59,Overseas
fda23ded64d8,0,11,Overseas
bc47b9080bd7,0,66,Overseas
6ac0442e6775,0,58,Overseas
8b89d77fce90,0,15,Overseas
0aba351034cf,0,16,Overseas
0f30ef3b505d,0,64,Overseas
899d6df18409,0,14,Overseas
e3468adb116c,0,20,Overseas
55eff1f7c2ea,0,44,Overseas
0d9d713dc838,0,43,Overseas
49e3c8f29eb1,0,2,Overseas
13727e179138,0,81,Overseas
080a6d58cb61,0,93,Overseas
069f9f7cd331,0,41,Overseas
6cf221441991,0,1,Overseas
92fe22aca41a,0,38,Overseas
0661224c79d2,0,51,Overseas
a1d80ef6677e,0,93,Overseas
1d15e21f20c1,0,27,Overseas
7be941ad4f62,0,6,Overseas
2da65efaa563,0,3,Overseas
1cbddbfa4df3,0,27,Overseas
93f21f121f82,0,56,Overseas
421045a89394,0,99,Overseas
e8177431bcf4,0,36,Overseas
23e3c949e2c9,0,93,Overseas
74c1ee874bc8,0,29,Overseas
47b1d2b22ab1,0,100,Overseas
7fa0800a7702,0,78,Overseas
c645cded0483,0,18,Overseas
2f5bc9a4f46f,0,90,Overseas
4c46562914f8,0,65,Overseas
2e9367ec0d5d,0,32,Overseas
d2e9df91b753,0,82,Overseas
b333af105b8f,0,15,Overseas
bf6cea260a95,0.016,63,Overseas
219da9f66e79,0,80,Overseas
07bf2855667d,0.0334,66,Overseas
67959894348b,0,96,Overseas
ad756659ab4d,0,49,Overseas
a63ed606421f,0,97,Overseas
7a4fcee65275,0,55,Overseas
7bc01a036654,0,83,Overseas
195dfe435868,0,70,Overseas
afc1ef4e22bf,0,40,Overseas
4476cb041fb6,0,79,Overseas
904d218520f6,0,92,Overseas
17e618ec98bf,0,98,Overseas
e42e0f966b57,0,47,Overseas
f1b122fe9946,0,15,Overseas
88c36b35cc0d,0.2,43,Standard
9480657bd158,0,41,Overseas
b187a7d93225,0,85,Overseas
63290689b7c3,0,12,Overseas
a79564e83f59,0,72,Overseas
3def0ec9831f,0,66,Overseas
ed87fe8644f2,0,23,Overseas
8beae2bd72c5,0,48,Overseas
f2b9de7610c0,0,97,Overseas
a1d446dbaa0f,0,70,Overseas
983d59302a54,0,2,Overseas
53ccbdaad807,0,20,Overseas
299259c69a9f,0,32,Overseas
05b30fd007c3,0,14,Overseas
a9eea29ddc7b,0,89,Overseas
55d3c18ea081,0,87,Overseas
d3acb452462d,0,31,Overseas
8fe0ab3468d2,0,76,Overseas
cef6a1678612,0,24,Overseas
6a0aba5da48a,0,49,Overseas
1ce196824768,0,47,Overseas
29a76f0d473f,0,7,Overseas
93276b61760b,0,45,Overseas
6d1d76b4c7f1,0,1,Overseas
fd3cded86369,0,58,Overseas
59ba64f2b8e8,0,18,Overseas
19c804aa3ace,0,74,Overseas
add03fa7be49,0,58,Overseas
5d5c736189ac,0,93,Overseas
f253c36be108,0,74,Overseas
be5d18af527e,0,38,Overseas
d1d1b2e7f44f,0,100,Overseas
65b37439b212,0,68,Overseas
6d1138a50a15,0,24,Overseas
c91a943e6ae6,0,22,Overseas
829f03fe24c7,0,30,Overseas
d1e8b5ce484b,0,23,Overseas
b174a41c2fa1,0,2,Overseas
22c3caf08712,0,49,Overseas
f28f94271288,0,58,Overseas
070a2a190244,0,55,Overseas
580dc83cc9a2,0,31,Overseas
9c37aeaf3349,0,88,Overseas
3c4609ea77ae,0,34,Overseas
e242826aa321,0,59,Overseas
70dbcda045ee,0,86,Overseas
6fb30996b314,0,26,Overseas
e754c37ff9c3,0,89,Overseas
cbee541b7420,0,1,Overseas
4294807511f7,0,21,Overseas
f2c864db781e,0,20,Overseas
635e1b4e9e8b,0,90,Overseas
34825bc328d1,0,16,Overseas
e733b543e7bd,0,71,Overseas
67f70538aa8a,0,87,Overseas
993125a15b25,0,5,Overseas
066429447cdf,0,35,Overseas
8008a6f2041d,0,77,Overseas
ffd4cbb38265,0,48,Overseas
14bb6d8f9e4f,0,11,Overseas
d2359a86c565,0,83,Overseas
93482b5273a1,0,50,Overseas
37eb21ab4ee1,0,40,Overseas
0787fffefe88,0,38,Overseas
3df79c29e173,0,65,Overseas
e3483fade156,0,7,Overseas
f41fa4d7f761,0,7,Overseas
22d513d38395,0,29,Overseas
0b81a9fca8c2,0,6,Overseas
57c4f1b560cd,0.04191,84,Overseas
04c418258799,0,71,Overseas
be2b50da56f2,0,99,Overseas
c7988e8cdc45,0,39,Overseas
c789cf06f329,0,58,Overseas
e0bcf29d9c55,0,96,Overseas
bb566c318a83,0,52,Overseas
981f3999c7bb,0,98,Overseas
9fd2259af885,0,86,Overseas
491571fb1355,0,14,Overseas
0f40609e6cbd,0,79,Overseas
2f9dd8c8dc70,0.01395,78,Overseas
3405b754a57b,0,59,Overseas
edc061d994bb,0,86,Overseas
e27411e717c8,0,48,Overseas
eec9cbc2f4f4,0,83,Overseas
e5ea31a69472,0,51,Overseas
d0ab1fb0e6d3,0,80,Overseas
fade5345c2d2,0,86,Overseas
9a2f7297776c,0,80,Overseas
96611fffb7a1,0,71,Overseas
b7b03c2eb4d5,0,4,Overseas
7bcaf42b6e03,0,56,Overseas
6a5ec45ac04b,0,1,Overseas
41e8136f9030,0,92,Overseas
db68ed5d2663,0,29,Overseas
19da80a9f9e1,0,59,Overseas
410efbd2e904,0,95,Overseas
a5bcc90ef7ca,0,74,Overseas
e5ec7b69367d,0,56,Overseas
dff486de2348,0,74,Overseas
d3c203ba5005,0,94,Overseas
6cc71d8260ac,0,79,Overseas
69c852a6d70d,0,69,Overseas
94dc516b82b4,0,17,Overseas
645152069b67,0,80,Overseas
a09e72de9b45,0,76,Overseas
41a60a4c6370,0,7,Overseas
219e59a533dd,0,62,Overseas
a59ed0661dac,0,57,Overseas
17c5e661f55e,0,46,Overseas
3173b1502c8e,0,84,Overseas
fd9aa279b2ca,0,8,Overseas
145909bb54cd,0,41,Overseas
64f205bcb138,0,68,Overseas
a5adc64bf213,0.0143,37,Overseas
d2b3a6daf901,0,99,Overseas
e19e34be3998,0,38,Overseas
44c196fc3f56,0,13,Overseas
420624a5b49a,0,33,Overseas
c582a1871314,0,42,Overseas
46341f45340b,0,31,Overseas
e3ff5cba6c1b,0,7,Overseas
f726a20c55cc,0.0171,98,Overseas
7b5b88d317e6,0,57,Overseas
d15b3ee1088d,0,13,Overseas
e3b74931cbc7,0,4,Overseas
23da0701b2ab,0,81,Overseas
1618b605a205,0,48,Overseas
13fe5763fcfc,0,82,Overseas
f44a3e950911,0,47,Overseas
646c3a549b0f,0,95,Overseas
c7cdb756054b,0,99,Overseas
95724566bb1c,0,39,Overseas
433426b1f939,0,17,Overseas
74b50f7c3385,0,50,Overseas
cc36d78b4a99,0,64,Overseas
8ac7e343c23b,0,75,Overseas
fea301b962b4,0,32,Overseas
d0bcf42470c5,0,60,Overseas
f218ab57c78c,0,25,Overseas
ac970d88b02d,0,11,Overseas
19749b18f549,0,70,Overseas
5e9125f82944,0,51,Overseas
b420b796bf2c,0,15,Overseas
b60bad699249,0,46,Overseas
796a8adf090a,0,24,Overseas
2a631d6a5008,0,90,Overseas
20c121216159,0,32,Overseas
fe158e276cb3,0,41,Overseas
81ca7d438deb,0,78,Overseas
198179ac4077,0,62,Overseas
7ef446cb4654,0,2,Overseas
55ec702897bf,0,1,Overseas
860fa4af7baa,0,65,Overseas
b5c7e60ed30c,0,25,Overseas
01c633cf62ec,0,70,Overseas
cb99dddafabb,0,19,Overseas
f3899bedcb71,0,78,Overseas
c4c563bb1ffc,0,13,Overseas
4092ded0ed89,0,34,Overseas
3eb21c47035a,0,32,Overseas
cb9237cd2561,0,42,Overseas
3a0a9c528474,0,50,Overseas
bfa2757bd4fc,0,40,Overseas
c1c38bf440fb,0,80,Overseas
eee80c6bb400,0,86,Overseas
f37b93ffcecb,0,42,Overseas
36f26a9f9421,0,45,Overseas
53d848371f8f,0,1,Overseas
c46a85b44db2,0,14,Overseas
7570cd90092c,0,34,Overseas
378eaff3e061,0,91,Overseas
374554e7d55e,0,64,Overseas
881dd58fa2f1,0,42,Overseas
a084ef88c089,0,10,Overseas
f04945ba4350,0,25,Overseas
26eec0a7c328,0,11,Overseas
fa0f5f14db3c,0,84,Overseas
e305bce192ee,0,5,Overseas
e1bddd61df91,0,47,Overseas
0e85c7c2f28c,0,81,Overseas
e0888e739053,0.45,69,Standard
d15467e043a9,0,85,Overseas
65060bbc834a,0,33,Overseas
d5145d628ca5,0,9,Overseas
cdac0c29143e,0,68,Overseas
4dfdba92906f,0,61,Overseas
85144134a285,0,70,Overseas
cd7cafb3f9ac,0,64,Overseas
666f3094ce81,0,89,Overseas
bc2d7a226709,0,83,Overseas
fd7f02733d2a,0,62,Overseas
691a6128ab51,0,73,Overseas
89257cf2d055,0,69,Overseas
484a9d364f71,0,83,Overseas
497bc19fa9e0,0,57,Overseas
10f04dedf155,0,89,Overseas
a1f894233bab,0,26,Overseas
2b7bf9919dba,0,40,Overseas
5ea00da36a44,0,49,Overseas
bc10b57514d7,0,26,Overseas
4a09a6cff65f,0,3,Overseas
ea673b111ac7,0,100,Overseas
fbc81d109ab1,0.01,98,Overseas
7987e36c43f0,0,88,Overseas
f8d526ef80a5,0,97,Overseas
0eaa69a16d7c,0,41,Overseas
aa553591fcfc,0,18,Overseas
c8ef43b67873,0,94,Overseas
3f433927e4b5,0,56,Overseas
522f6fbcda92,0,18,Overseas
38f122d5dde5,0,90,Overseas
1d84cbfc610a,0,67,Overseas
0e9927743ea9,0,58,Overseas
60bef7402869,0,5,Overseas
90e178c75675,0,20,Overseas
177d42ff2f6e,0,14,Overseas
1400e3b6f68d,0,53,Overseas
9e15745f640b,0,84,Overseas
80cb9cf1b511,0,30,Overseas
930f4a409098,0,54,Overseas
