part_number,cost,qty_sold,Label
ab563a385e21,0,94,Overseas
33a8e6dcc0dc,0,83,Overseas
39e3f7de737b,0,63,Overseas
6a620045a843,0,50,Overseas
f826fca6b2bc,0,80,Overseas
856b3e546174,0,73,Overseas
46b0d2b9cbeb,0,34,Overseas
255bb971d73e,0,39,Overseas
90ab7e400bd6,0,1,Overseas
629844dca73a,0,32,Overseas
635b7bfb695e,0,26,Overseas
62981f1c0d8d,0,89,Overseas
d3f9078e25c8,0,98,Overseas
3d89ae027c34,-480,16,Overseas
af6437e7c151,0,36,Overseas
932aeb5af808,0,93,Overseas
3bf31872c074,0,12,Overseas
59629e46e1bd,0,41,Overseas
5c3fe2e66b18,0,15,Overseas
235a18e9a894,0,38,Overseas
a07d9e935f24,0,51,Overseas
5b173cf911c3,0,26,Overseas
aa95668b730b,0,89,Overseas
b97413838131,0,11,Overseas
1ffd44cffe97,0,52,Overseas
3e0893c53cbb,0,62,Overseas
f56b16828eef,0,90,Overseas
b9ba649b7333,0,85,Overseas
955781b41d6e,0,82,Overseas
b618515bed2d,0,99,Overseas
0812b96304d3,0,46,Overseas
4c1f06b999ee,0,71,Overseas
2549b8ebd37a,0,11,Overseas
a9fa242395df,0,51,Overseas
1cae00b8400a,0,44,Overseas
cc897c2732fe,0,68,Overseas
e50467af7cf2,0,53,Overseas
792b972015b2,0,76,Overseas
2e343d1a6048,0,23,Overseas
a683e3abed96,0,56,Overseas
790573183a5f,0,91,Overseas
a0f9f3d7d5c4,0,71,Overseas
ce8363f6b743,0,22,Overseas
4878a514dc4c,0,95,Overseas
2fe556787403,0,58,Overseas
87811e3df150,0,34,Overseas
10a6a4c8ad68,0,71,Overseas
6c7b8c67a780,0,90,Overseas
2bb1c3e0ce90,0,43,Overseas
7cba12cad606,0,93,Overseas
f67ab10ad4e4,0,7,Overseas
05cc125fc646,0,63,Overseas
afcb89d627f1,0,61,Overseas
f84b28a5487e,0,35,Overseas
d48f54dd03be,0,88,Overseas
26cf99b8d500,0,70,Overseas
1811ceda32b1,0,44,Overseas
f6ee2910c842,0,7,Overseas
828e42653d86,0,25,Overseas
94f64c249b10,0,49,Overseas
53a398343ecd,0,20,Overseas
cf78fd8cc72d,0,89,Overseas
2c04b1817166,0,22,Overseas
ebe521b12360,0,93,Overseas
bc08c688ef55,0,86,Overseas
0bbbcc4d43a5,0,79,Overseas
b37882e0c76a,0,17,Overseas
f9003764f4c0,0,88,Overseas
49a04a170c41,0,28,Overseas
07f66ad2f91a,0,46,Overseas
19ec5547eba6,0,62,Overseas
f9092fc8c967,0,100,Overseas
b1683f8452ff,0,42,Overseas
beb2f232bdd6,0,8,Overseas
73d7bcccb725,0,88,Overseas
7cff39bfdbce,0,75,Overseas
ed16c1ba5412,0,44,Overseas
04c6b842be47,0,27,Overseas
0ea702901e5e,0,59,Overseas
5ba804c869a0,0,44,Overseas
cac802a049dc,0,15,Overseas
afb4093b3a2e,0,34,Overseas
062b2981228d,0,72,Overseas
cd9461c67802,0,28,Overseas
cd42e16874aa,0,57,Overseas
447d99e00fa2,0,31,Overseas
06e03049f617,0,79,Overseas
e44080f6668d,0,22,Overseas
f98f99ab67d6,0,60,Overseas
cbf169d2c4ea,0,48,Overseas
e864c7e40cb3,0,41,Overseas
51b499592970,0,66,Overseas
ab97cebe16e6,0,95,Overseas
6348c66f4844,-720,21,Overseas
0989dfc151d7,0,29,Overseas
a49f1cc00804,0,21,Overseas
fbbb8da9b729,0,88,Overseas
9f71d19e5f79,0,50,Overseas
b5d8549c02d0,0,43,Overseas
282e3ef9c2f6,0,90,Overseas
a3555680d5da,0,69,Overseas
121f7eae8642,0,77,Overseas
efd7c2690d0c,0.06,77,Overseas
b3e42224e31d,0,59,Overseas
361b7e739635,0,7,Overseas
0aed03d3586c,0,83,Overseas
f0aa3a183310,0,53,Overseas
0866b8984985,0,55,Overseas
13607c919dca,0,46,Overseas
b297cbebf261,0,90,Overseas
9bc30fe3ca26,0,93,Overseas
160922f40058,0,36,Overseas
68c3c5a7d3d4,0,74,Overseas
a90d0bc532b2,0,12,Overseas
43bd913f3034,0,48,Overseas
09d9c78b5085,0,57,Overseas
6399032825aa,0,66,Overseas
d9ed0c73d4dd,0,23,Overseas
8cf74b10e68f,0,82,Overseas
8f89b62163b9,0,96,Overseas
6211bc9a013e,0,6,Overseas
db4efcc8f8a3,0,95,Overseas
0923711181aa,0,82,Overseas
c06fb1742f10,0,15,Overseas
a8823efecae0,0,85,Overseas
2c3bd75e322a,0,16,Overseas
4c4e73fa7f11,0,47,Overseas
51b98048fe7c,0,87,Overseas
ccbacd003977,0,16,Overseas
cab660e9ae6d,0,11,Overseas
1e193a78f8d6,0,44,Overseas
59616b7024a8,0,91,Overseas
81b799e53077,0,67,Overseas
09ca9a193d35,0,43,Overseas
2580bcfad3dd,0,66,Overseas
a8514fa5a49e,0,67,Overseas
6d8963e51781,0,57,Overseas
33a554cc536e,0,37,Overseas
722a2e8f0305,0,5,Overseas
b5a2fae5882a,0,77,Overseas
cbfbbd810c25,0,62,Overseas
3508477e03f4,0,76,Overseas
22c98a4c70ae,0,59,Overseas
7a060764bb20,0,22,Overseas
e53871f92d3b,0,39,Overseas
deb3a5634577,0,73,Overseas
2d2a71d5cf99,0,88,Overseas
3bd7346791b8,0,35,Overseas
efaa79b01ac7,0,26,Overseas
ddadc9a15ab9,0,45,Overseas
60446366873c,0,8,Overseas
862c27a62204,0,76,Overseas
96ea4a4fe004,0,78,Overseas
02f128d86336,0,13,Overseas
cffdd11d8d61,0,85,Overseas
cadab6893bd0,0,88,Overseas
ce516cb6b721,0,44,Overseas
5f62de60e5d4,0,41,Overseas
c872ca12b557,0,84,Overseas
3abb5a4d00b2,0,81,Overseas
5f187a51e3e2,0,78,Overseas
b65b9f5e7f05,0,52,Overseas
9f56322f0a5d,0,78,Overseas
d4aa312d9c49,0,72,Overseas
1cc9bfe3ce3c,0,98,Overseas
adeb0644fec6,0,66,Overseas
fe6d176f0324,0,47,Overseas
b8626311c256,0,98,Overseas
5cbb166c370f,0,72,Overseas
84183e1497f9,0,93,Overseas
56941aa85c67,0,59,Overseas
7fdb93903a5e,0,16,Overseas
534bc08b21f9,0,70,Overseas
4805664e5c71,0,68,Overseas
cc9fdb8df07f,0,68,Overseas
62afc0046482,0,1,Overseas
90905973f12b,0,95,Overseas
18f1d035c9a9,0,73,Overseas
20df30d45f71,0,26,Overseas
ad61044cfafa,0,49,Overseas
84402ccea74b,0,86,Overseas
b1bf9a83c024,0,18,Overseas
212469fd3042,0,7,Overseas
2ea52ea86111,0,88,Overseas
7a3dc22db8d6,0,73,Overseas
3fd6b9815688,0,98,Overseas
351b683c8079,0,94,Overseas
6ba9cf4b4b32,0,3,Overseas
33365049df2e,0,17,Overseas
ce605517d0c9,0,39,Overseas
ebf2aeae98ad,0,76,Overseas
82b185961cb6,0,97,Overseas
2eb64fce532d,0,71,Overseas
4585bf9ff7c6,0,40,Overseas
658c4b410968,0,29,Overseas
3dfdf45b8545,0,4,Overseas
f87dc2d30969,0,9,Overseas
a418f9002f2d,0,2,Overseas
90120ea48dc4,0,40,Overseas
2879312c023c,0,47,Overseas
a0b5e645d555,0,63,Overseas
58d306ff91ee,0,88,Overseas
62d8bbc31432,0,38,Overseas
14be0ded9347,0,50,Overseas
f1976d428643,0,39,Overseas
77a4257d17dd,0,93,Overseas
a29fa30c4a1f,0,73,Overseas
433b2153b9a1,0,62,Overseas
0b9d97a110bf,0,31,Overseas
ccc34890cd1f,0,28,Overseas
39f5189ed2c5,0,96,Overseas
0f0e92f6c316,0,99,Overseas
40f622b4586e,0,45,Overseas
f0d81178cad3,0,48,Overseas
bc23f53e2828,0,64,Overseas
e143bb91bae8,0,84,Overseas
82595e399fad,0,70,Overseas
e218e258e290,0,43,Overseas
21a73b854b1e,0,5,Overseas
87dcf950bbd9,0,42,Overseas
b082caa5fbe0,0,8,Overseas
15b79de6c082,0,35,Overseas
a86378280e5b,0,93,Overseas
f1a3fb785cdd,0,45,Overseas
0136914f9b48,0,44,Overseas
7c1fb16ab266,0,97,Overseas
567f32f7b172,0,28,Overseas
064cb8ff3cee,0,38,Overseas
90a91e4fa01f,0,35,Overseas
2489fcb97ce5,0,7,Overseas
7d00f574a0e5,0,97,Overseas
479fb4803ce4,0,58,Overseas
b5ebd3cbf542,0,56,Overseas
d9ff953a1245,0,93,Overseas
4223ad5104de,0,1,Overseas
4d2bd393f586,0,87,Overseas
e6b8266b3e7c,0,40,Overseas
cb594f031412,0,50,Overseas
5e9f6335aa26,0,70,Overseas
c6e7e4e0505a,0,69,Overseas
cfdeb930a7ef,0,24,Overseas
d3671f75f85c,0,83,Overseas
524955e1eac8,0,81,Overseas
16a27fc87233,0,21,Overseas
d839a2512753,0,38,Overseas
c2c31830eb55,0,72,Overseas
100534439a29,0,6,Overseas
45dcd6840e6d,0,3,Overseas
71c17f613be5,0,35,Overseas
417b20e2084f,0,96,Overseas
96ffdfa23bfd,0,58,Overseas
80d36bf3f13e,0,70,Overseas
63b4d9fcd0b3,0,16,Overseas
4805ba23ef90,0,55,Overseas
7ec0ca470b04,0,84,Overseas
4.13E+11,0,97,Overseas
2106a5e88269,0,55,Overseas
29dc48a0ce2f,0,1,Overseas
57aaf12d9d03,0,76,Overseas
5898e22141a7,0,53,Overseas
25baece48f1f,0,25,Overseas
4277d0270d45,0,68,Overseas
2bca7beec42c,0,75,Overseas
75561a712544,0,49,Overseas
2a9df6b9d044,0,15,Overseas
33f02d668e7c,0,13,Overseas
c6ffd245bc51,0,8,Overseas
1c92892cbbd7,0,2,Overseas
b0619718079a,0,62,Overseas
247c066e5fd6,0,44,Overseas
98dcad13701b,0,100,Overseas
da13345e1340,0,26,Overseas
84e0d0bdb855,0,40,Overseas
e10b2502c9f3,0,98,Overseas
2bdc537d2824,0,23,Overseas
8d65739f31a3,0,87,Overseas
c3a15b92e349,0.19,5,Standard
d783596185ce,0,79,Overseas
51df0bb271d4,0,91,Overseas
b043895193e9,0,30,Overseas
bb719db3b5fe,0,11,Overseas
c247913c1770,0,91,Overseas
bdf730878fb5,0,26,Overseas
f87b7607ea39,0,62,Overseas
94a21633b5b7,0,21,Overseas
ecbe858dd885,0,81,Overseas
b5aecd40ac7e,0,38,Overseas
3bdbe0af534f,0,20,Overseas
be22ebe010d2,0,17,Overseas
b0e17e93ff4b,0,30,Overseas
181bdd21b6c8,0,11,Overseas
9433dc649078,0,10,Overseas
248bde0c0731,0,93,Overseas
d5395ed91b61,0,93,Overseas
e6d84f93c9f0,0,72,Overseas
f739b2c5fee8,0,3,Overseas
63cb2a37edb9,0,55,Overseas
f16d042cc225,0,88,Overseas
5ccaca454886,0,85,Overseas
c0d882a9c35a,0,57,Overseas
23bbdf9629a3,0,98,Overseas
d647bd086195,0,40,Overseas
5532b36c45b9,0,96,Overseas
bddb0448e4c5,0,46,Overseas
4e02e810e90a,0,17,Overseas
4882ad8a781f,0,51,Overseas
ead6be9fdfa7,0,37,Overseas
321606901dae,0,2,Overseas
50d0c22a303d,0,63,Overseas
522861c97a9c,0,40,Overseas
9209eeb25644,0,73,Overseas
1fd257a33f61,0,85,Overseas
fc24610f89de,0,95,Overseas
5f315c6c0a96,0,35,Overseas
ca7b209a0fd4,0,40,Overseas
71a1bf707417,0,77,Overseas
70cd4ec41c98,0,39,Overseas
9220d609f391,0,86,Overseas
90ada59e558b,0.02,18,Overseas
9625ea0f49da,0,89,Overseas
d1ea0bc12646,0,18,Overseas
eef92064dbe6,0,5,Overseas
61c1222e8ad1,0,91,Overseas
780eb11cdddd,0,3,Overseas
c9dceb650f88,0,92,Overseas
560c188111d1,0,23,Overseas
548cdc3997aa,0,41,Overseas
216471264ff8,0,67,Overseas
c78955716403,0.014,22,Overseas
10363b9662ae,0.025,54,Overseas
4c4be7abad9a,0,75,Overseas
479d5533a351,0,32,Overseas
f55358727873,0,87,Overseas
15039f2581dc,0,52,Overseas
91f580809b6a,0,23,Overseas
e9b42ce86636,0,25,Overseas
c52c7ab72a63,0,40,Overseas
368111144b2f,0,23,Overseas
ead4ff6aeddc,0,47,Overseas
a64367000e28,0,7,Overseas
379a3dbe3390,0,47,Overseas
c7ae3d995ae3,0,54,Overseas
af0fdef6025f,0,92,Overseas
fd0dfd84cd05,0,60,Overseas
94ce7e84e416,0,21,Overseas
dc203bb0d61f,0,49,Overseas
a2bd1d9ce227,0.0135,86,Overseas
8737cf01b2e7,0,21,Overseas
3d7382112e58,0,10,Overseas
b3d12d49a110,0,32,Overseas
07e20c963717,0,99,Overseas
91f0e31248de,0,40,Overseas
6e24ae0e4241,0,97,Overseas
e7a0eabae89a,0,32,Overseas
d8013d69c3e9,0,6,Overseas
c10f6ba7cd32,0,35,Overseas
2e40922c4d60,0,9,Overseas
182b0c4fd89e,0,32,Overseas
9667f898e0f0,0,57,Overseas
173f769dd4e2,0,23,Overseas
493ebd2663b8,0,42,Overseas
bfef3291743b,0,73,Overseas
fedab3f24dcc,0,43,Overseas
fb04d36051e9,0,80,Overseas
80b97363a44a,0,61,Overseas
144f8abb707f,0,93,Overseas
0669dd55d029,0,87,Overseas
aed745bcd756,0,44,Overseas
d2b8a4f66456,0,3,Overseas
e010be5ecb33,0,71,Overseas
40f3a6c32850,0.11197,75,Overseas
e97619fbcc96,0.2,13,Standard
1cbc0cdbf392,0,19,Overseas
09537483e887,0,86,Overseas
af4c61f27119,0,83,Overseas
523a61f8b69e,0,34,Overseas
2d887b492810,0,80,Overseas
a4073958967c,0,57,Overseas
8fbfa7b1e07f,0,14,Overseas
cc56faaae514,0,17,Overseas
f7a008f9146c,0.075,42,Overseas
ffb9e88239ec,0,6,Overseas
6a4779f6c577,0,57,Overseas
902f13615b78,0,78,Overseas
26b39dbf8e08,0,90,Overseas
8894f909a16f,0,61,Overseas
75496b528eb6,0,89,Overseas
a1f0e70c2a6a,0,93,Overseas
f83f6441a137,0,98,Overseas
f912811d67f8,0,65,Overseas
f3791a8180d0,0,68,Overseas
ec0876d7ba1e,0,91,Overseas
e04c5d570b8c,0,36,Overseas
c97b7d15f1a5,0,67,Overseas
2f489f895ca5,0,35,Overseas
3a2606b6e8f2,0,67,Overseas
d62ae89e8bf2,0,52,Overseas
4547196c296e,0.065,38,Overseas
613f9faeff29,0,58,Overseas
082ffe8c2d46,0,52,Overseas
ffe18320396d,0,63,Overseas
72787aad5bc4,0,80,Overseas
f0dc3e2e27d1,0,2,Overseas
f71d2630297c,0,95,Overseas
5f55e79c23c1,0,14,Overseas
c05a680c1231,0,12,Overseas
0a568fec8ca4,0,2,Overseas
7afcca3976d7,0,92,Overseas
af1a29cd66f7,0,57,Overseas
5d06df8822fb,0,61,Overseas
36d4c59753e3,0,40,Overseas
214a05a40a67,0,64,Overseas
f60c84390f0f,0,1,Overseas
cb9d29465c98,0,70,Overseas
246e2e43c595,0,54,Overseas
2eb3fd551cdb,0,98,Overseas
d703363c4c55,0,45,Overseas
07bfc7d4d836,0,30,Overseas
fbd25a6e1cd5,0,84,Overseas
d9a9f36bcfd6,0,70,Overseas
cb3c90d20e2a,0,49,Overseas
85f86a6c5ec2,0.81,15,Custom
5dcf2f369a30,0,36,Overseas
6a94912871cf,0,62,Overseas
8243fc1be737,0,75,Overseas
8d3df96e0d09,0,10,Overseas
e1de00c40f43,0,15,Overseas
665e9858657b,0,64,Overseas
8debef99f640,0,90,Overseas
690ca00f0e72,0,10,Overseas
3bb8512caf0a,0,10,Overseas
f4b2639c89dd,0,5,Overseas
eb2fb3840991,0,48,Overseas
9d99f87a0374,0,90,Overseas
6e0a2a14be32,0,84,Overseas
f7f127edd575,0.5209,92,Standard
b9217517ff3d,0,33,Overseas
1d351e2fd83b,0,47,Overseas
c6c8d79ed5e4,0,28,Overseas
268a1fcdf68e,0,11,Overseas
e3e52574e872,0,17,Overseas
829d99be35e4,0,24,Overseas
8c9cd92f78ac,0,1,Overseas
99f5a8456d71,0,24,Overseas
892ae600a25f,0,96,Overseas
d192e0e455d7,0,27,Overseas
157821135f86,0,100,Overseas
4011646bfcb4,0,29,Overseas
6023ef2bf817,0,49,Overseas
f08e719a45c9,0,98,Overseas
d7f19c50e314,0,73,Overseas
56d5a5475623,0,48,Overseas
06bfc2086840,0,72,Overseas
3ffa7d043263,0.05,91,Overseas
16f1345ebda7,0,61,Overseas
084039e03c0f,0,98,Overseas
9b5bb1d355b8,0,88,Overseas
62fdcc68fe7d,0,35,Overseas
9cc764416126,0,72,Overseas
ce5eeac1559c,0,61,Overseas
8d42094e7054,0,63,Overseas
3df1c5c1ae3a,0,44,Overseas
d1daa566fcc3,0,53,Overseas
5a5611b1b10d,0,56,Overseas
6680e1eb1398,0,51,Overseas
1a17f7e7d7d1,0,14,Overseas
39a10fc6b138,0,53,Overseas
dbdaf0ee2db6,0,12,Overseas
24f0f00d8fa5,0,86,Overseas
acb7276bd02a,0,61,Overseas
acf8f7285494,0,15,Overseas
a6eb5c6cd989,0,15,Overseas
f669f7594623,0,87,Overseas
7195cfde6b62,0,96,Overseas
bd04459a8da4,0,7,Overseas
3484636f17c7,0,14,Overseas
5f08a2e89bfa,0,10,Overseas
aa0a8db5e125,0,54,Overseas
d1b499f2bdec,0,7,Overseas
556840f673e4,0,31,Overseas
793991495c2f,0,36,Overseas
6c01d4364629,0,45,Overseas
657969e96264,0,50,Overseas
7bbc7c7a1a24,0,88,Overseas
52c3624f32f2,0,90,Overseas
b0e1641fa708,0,99,Overseas
00e2039ff2d3,0,20,Overseas
efd2892bd5cd,0,23,Overseas
8b6f655ddcc5,0,42,Overseas
d68187021321,0,12,Overseas
5b36bd5e4784,0,100,Overseas
e7357d85af23,0,37,Overseas
ac9f54b36084,0,56,Overseas
9e9d153a9f3d,0,58,Overseas
2f378dde6af5,0,49,Overseas
6e1e0d96e984,0,99,Overseas
1aac02c14e91,0,62,Overseas
e9d91b97190e,0,50,Overseas
c79546ae0e6e,0,19,Overseas
b5067fd8343c,0.05,47,Overseas
176944a9245e,0.13,71,Standard
3c3747a6d45f,0,31,Overseas
eeadadb6715f,0,27,Overseas
c3e3b30cc170,0,7,Overseas
5725c763b92e,0,71,Overseas
e152d99013b6,0,37,Overseas
905538e91fa9,0,8,Overseas
1b7407b52132,0,93,Overseas
84512d3881bc,0,56,Overseas
711581a7bd85,0,54,Overseas
fffce1f7ef8f,0,81,Overseas
d52754f8313c,0,41,Overseas
8b216e16f962,0,5,Overseas
25acaaa83c8a,0,81,Overseas
5a3ddb9cbe3a,0,67,Overseas
19b5b542083d,0,39,Overseas
3bf62225b8c7,0,82,Overseas
d16c0e60859a,0,12,Overseas
3a13a812797c,0,20,Overseas
8919a080c070,0,35,Overseas
0d5c655b849a,0,80,Overseas
76bb0fff3dbd,0,93,Overseas
8fee74115f1e,0,75,Overseas
52eab71c25d4,0,21,Overseas
9938ef9b552e,0,16,Overseas
9b5172607746,0,81,Overseas
22c00d68d43f,0,94,Overseas
816e9b1c3f15,0,38,Overseas
cdff50540526,0,39,Overseas
e2ca1be06329,0,11,Overseas
51a244bce23c,0,11,Overseas
434fa60ad727,0,46,Overseas
b68bcca97778,0,95,Overseas
964267350aa1,0,64,Overseas
a24724771edf,0,18,Overseas
3eebfd707de7,0,56,Overseas
fa0f811f5323,0,45,Overseas
9e748e5258c8,0,28,Overseas
5bf7bc640228,0,65,Overseas
53d1f8b88c9c,0,97,Overseas
6a1524f0006f,0,73,Overseas
5c8a15eba77b,0,64,Overseas
dc0ddb085709,0,11,Overseas
38ff6e2b5ca0,0,63,Overseas
42c0b4d213ad,0,81,Overseas
5a17529c89f5,0,72,Overseas
0982736c097e,0,86,Overseas
1f0c1bf6d36c,0,18,Overseas
274dc7057e39,0,52,Overseas
580c502bf4ec,0,72,Overseas
1cb1cea15442,0,34,Overseas
e903f3e0436d,0,57,Overseas
75e1c471a2e5,0,93,Overseas
aff8455ec92d,0,14,Overseas
4db4418ff79b,0,8,Overseas
f861bdf3c955,0,81,Overseas
b99197bd4ee4,0,11,Overseas
125bec43d522,0,93,Overseas
7ab5618f4739,0,89,Overseas
a3721bfd339d,0,98,Overseas
7650487a2919,0,53,Overseas
043a1bef815f,0,90,Overseas
cccee9be0a30,0,7,Overseas
9f38febbd65b,0,61,Overseas
e939df703e69,0,75,Overseas
a52611fb9a13,0,64,Overseas
1.39E+11,0,9,Overseas
0981b0ab9465,0,100,Overseas
974fb485f59d,0,65,Overseas
dfcec8c3aa3b,0,92,Overseas
5723b17e58a1,0,2,Overseas
0ec34b36b355,0,33,Overseas
e263a8abef4c,0,71,Overseas
9bb2006c8851,0,38,Overseas
f77fa87e744c,0,2,Overseas
2.36E+11,0,85,Overseas
b76904833582,0,29,Overseas
021166c1e8f0,0,3,Overseas
4d84e8e0e24f,0,74,Overseas
83ba6f732f4c,0,13,Overseas
496702d9dc6f,0,95,Overseas
c2f9a38ecc6f,0,69,Overseas
5809209d6819,0,26,Overseas
625e3d8c436c,0,71,Overseas
31055cca5cc1,0,23,Overseas
5df4b6820293,0,50,Overseas
e4d08ca90c19,0,11,Overseas
c864c1348ef2,0,46,Overseas
36f1db7f45d1,0,9,Overseas
2bbfda6daadf,0,4,Overseas
a375d55959f8,0,48,Overseas
149cd85e7cdc,0,94,Overseas
d2c9f1d24ebb,0,55,Overseas
c93f7bd3a320,0,89,Overseas
45d009c495ed,0,3,Overseas
99b18ba105bc,0,47,Overseas
1e615bfade6f,0,39,Overseas
89007d6f5d7e,0,89,Overseas
6b605e02a66d,0,27,Overseas
17f2dfe47ee3,3.58,74,Custom
6b2b6003ea8a,0,85,Overseas
3ce4669eca93,0,32,Overseas
74b7fe293933,0,93,Overseas
4ce2495eb01f,0,5,Overseas
c5ce6fb693a1,0,92,Overseas
c81810f26b31,0,53,Overseas
531f5c0cbc3c,0,95,Overseas
fba7763d94a2,0,68,Overseas
58324e59a302,0,78,Overseas
0dbbff3d1c39,0,16,Overseas
fe0642bb0fc9,0,31,Overseas
6ce762f15898,0,1,Overseas
c810d9fb4641,0,58,Overseas
24ac9933b22b,0,85,Overseas
43a608decf82,0,63,Overseas
4982b9d28142,0,94,Overseas
3056f530fc14,0,58,Overseas
8a61f933a2eb,0,45,Overseas
2115b45f4053,0,16,Overseas
481fef83e9a1,0,2,Overseas
b700f70634d2,0,87,Overseas
803970dc9cf6,0,40,Overseas
13fa7aef964c,0,38,Overseas
1dc3840fc4e8,0,22,Overseas
50dfc78eff32,0,8,Overseas
b5c42964523c,0,81,Overseas
a4386e46b0e1,0,58,Overseas
4f84de41c4a2,0,93,Overseas
4fbb4f37814c,0,95,Overseas
ac3faac4f9a7,0,21,Overseas
8259254c944d,0,59,Overseas
6680e8f5b8f7,0,96,Overseas
b64655f0fcb1,0,77,Overseas
65788110c91d,0,27,Overseas
369a8ee9e576,0,72,Overseas
716828540c7d,0,86,Overseas
680b0951e077,0,35,Overseas
7b93a6412ac6,8.16,5,Custom
9743caeae4f0,0,10,Overseas
f06bb3dade0f,0,55,Overseas
cdacb3eb702b,0,41,Overseas
d4bba32bd9b6,0,89,Overseas
db15e392562e,0,76,Overseas
e3833f41c934,8.5,52,Custom
b079fce0382d,8.5,15,Custom
f14864384355,0,10,Overseas
ca7eaa87e48a,0,20,Overseas
f7389e400682,0,86,Overseas
359968fc8e56,0,67,Overseas
f9ea63316e3b,0,45,Overseas
7fa10557049c,0,45,Overseas
bc52b2dda640,0,48,Overseas
1072991646cb,0,63,Overseas
233f5f2c1910,0,7,Overseas
96bbe34aeccb,0,99,Overseas
be0af804bef7,0,69,Overseas
9bb8ee6ae683,0,5,Overseas
d192e439cdde,0,37,Overseas
bce4a673ce85,0,20,Overseas
c31534721b99,0,64,Overseas
205f308d9b3e,0,70,Overseas
fe92f6a0730b,0,72,Overseas
af7e33be6065,0,82,Overseas
ddac4d2a4861,0,68,Overseas
2534f16d0327,0,41,Overseas
ad0bb9079424,0,56,Overseas
094184d94274,0,14,Overseas
3bbb29fb3ea2,0,13,Overseas
023bc3719437,0,99,Overseas
3dcf22ad230c,0,4,Overseas
e6ffd5e527d0,0.44,38,Standard
86025dd26e2a,0,91,Overseas
7e7d192ee0be,0,54,Overseas
d245fe64e0a8,0,20,Overseas
e5039c3962ee,0,40,Overseas
2cbcb629e386,0,1,Overseas
539de919904f,0.056,10,Overseas
aa120ead7b7d,0,13,Overseas
05c4602b82e3,0,17,Overseas
24fd11b3af53,0,82,Overseas
0f627eb9daf7,0,2,Overseas
90a90e05c8b5,0,55,Overseas
f06844ed7108,0,17,Overseas
e985bae9253a,0,98,Overseas
312e0e9dd97a,0,70,Overseas
ceff3ce1db55,0,1,Overseas
66e0a744eb44,0,29,Overseas
54303c8ecbef,0,67,Overseas
279133e85119,0,69,Overseas
2ae99529687d,0,87,Overseas
1fe41843e317,0,65,Overseas
25d89832b4a9,0,14,Overseas
e4ecf8930c48,0,55,Overseas
bc222200a00d,0,6,Overseas
b8735bfe0c2f,0,1,Overseas
aa69f9c61a5c,0,52,Overseas
778450443f8a,0,39,Overseas
0148026fe4e8,0,88,Overseas
34ab9cf89ddc,0,41,Overseas
e1b990183544,0,9,Overseas
9d30b0f084bc,0,11,Overseas
82297c32fce4,0,36,Overseas
128d4a6210d2,0,76,Overseas
63a75840a772,0,98,Overseas
9cf300fafb5f,0,24,Overseas
c4c3b35c044f,0,73,Overseas
eb2fd396f255,0,47,Overseas
b42e9b92fa6a,0,85,Overseas
e8d37f5e9df6,0,49,Overseas
7f045edab0ca,0,45,Overseas
df0db165baed,0,71,Overseas
b40ef5210aa0,0,95,Overseas
260cafc62e9c,0,11,Overseas
da8d16cf39c1,0,58,Overseas
1f47538a75f9,0,1,Overseas
2c3882c1d4b1,0,63,Overseas
eec00de89771,0,86,Overseas
5b1293e8ef89,0,78,Overseas
cae1a58848bb,0,69,Overseas
6a73837265b5,0,4,Overseas
ddc92c1afd50,0,49,Overseas
1bdad512075d,0,14,Overseas
f95540b3a955,0,39,Overseas
3ad9373864d4,0,65,Overseas
d6d6b663fe2c,0,24,Overseas
c7cc4ebbd821,0,13,Overseas
12b806d25a8b,0,10,Overseas
68850993d21a,0,70,Overseas
b1428bb613cd,0,7,Overseas
2911d72f63df,0,88,Overseas
8490fe07cb4b,0,59,Overseas
af76098e78f6,0,91,Overseas
9d0bac6d81d1,0,29,Overseas
2bb258887857,0,55,Overseas
48d3fc979a00,0,73,Overseas
444ca819c589,0,8,Overseas
a6d8114341fd,0,83,Overseas
e3ae712c28cd,0,17,Overseas
8c6de1acd20d,0,1,Overseas
19580f1a618d,0,97,Overseas
a4bd78af3306,0,60,Overseas
bb058a9b1e40,0,74,Overseas
5e86044a3bab,0,9,Overseas
21d31c49ef3e,0,69,Overseas
d109d7d00dae,0,24,Overseas
99d1110917d1,0,27,Overseas
09246dee92fb,0,9,Overseas
d0d58d4cd26a,0,76,Overseas
ccaa34cb1984,0,33,Overseas
0f1012ab24c6,0,56,Overseas
fa61f317a04f,0,56,Overseas
b6e6948fa447,0,17,Overseas
7a1a3db8fd4c,0,80,Overseas
5b2fbd5e8fc0,0.36,7,Standard
5167420ac922,0,2,Overseas
52d4dcb6324e,0,61,Overseas
d69993721b4e,0,43,Overseas
aafeb488c9bb,0,81,Overseas
5fd2301a5c46,0.125,53,Overseas
5d1882ac07d1,0,76,Overseas
51153a95a263,0,21,Overseas
0e5a12fc0857,0,48,Overseas
969c8cea9646,0.145,78,Overseas
d8499840272a,0,69,Overseas
4500537cf5b7,0,72,Overseas
c5144aa02eb5,0,41,Overseas
29d45014c5c3,0,83,Overseas
6adf31090104,0,50,Overseas
57dd94a2ae8e,0,7,Overseas
7aa714cb458e,0,64,Overseas
4a8c5f2cae45,0,63,Overseas
9e02d085de68,0,41,Overseas
15c8d383ceed,0,28,Overseas
