purno,vendno,custno,transfer,item,cost,qtyord,qtyrec,created
86001,13921,,Y,6c18dd9a3e59,0.41666,300,300,8/1/16
86001,13921,,Y,13dfaee8f27f,20,1,1,8/1/16
86024,176700,120100,N,b75abbebcbdc,0.09,25000,25000,8/8/16
86024,176700,120100,N,13dfaee8f27f,0,1,1,8/8/16
86026,176700,120100,N,e7f2d04e6d17,0.12,10000,10000,8/8/16
86026,176700,120100,N,13dfaee8f27f,0,1,1,8/8/16
86008,220700,,N,2d3d80fbb900,145,1,1,8/3/16
86006,13800,10600,N,2d9af7d3b7b0,0.007,500,500,8/3/16
86006,13800,10600,N,0c8884fd4844,0.01,300,300,8/3/16
86006,13800,10600,N,a1d80ef6677e,0.025,300,300,8/3/16
86006,13800,10600,N,26553490460,0.004,500,500,8/3/16
86006,13800,800,N,02b0c2a795bb,0.18,25,25,8/3/16
86006,13800,800,N,c4d460a391e6,0.13,100,100,8/3/16
86006,13800,19100,N,61f24b7edb9e,0.023,100,100,8/3/16
86006,13800,19100,N,dae04e402e50,0.023,100,100,8/3/16
86006,13800,19100,N,51ab67b601a4,0.029,100,100,8/3/16
86006,13800,19100,N,84217000e8ab,0.035,100,100,8/3/16
86006,13800,19100,N,e788187a97b7,0.08,100,100,8/3/16
86006,13800,5060,N,8f4c3527f901,0.40895,100,100,8/3/16
86009,13800,116400,N,1d97e26bf055,0.14,600,600,8/4/16
86013,3100,116400,N,905cd271cdb7,0.05,1300,1300,8/4/16
86013,3100,116400,N,2d281bbe5406,0.13,1000,1000,8/4/16
86012,13800,116400,N,ce507b64d5ac,1.17,500,500,8/4/16
86012,13800,116400,N,03aa8681da62,1.19,700,700,8/4/16
86012,13800,116400,N,02ba812aa3b4,1.6,200,200,8/4/16
86012,13800,116400,N,4b4a4763abc6,1.15,600,600,8/4/16
86012,13800,116400,N,aa5b7e76f4b0,0.12,300,300,8/4/16
86012,13800,116400,N,cecf9964d4c2,0.36,2000,2000,8/4/16
86012,13800,116400,N,1d97e26bf055,0.14,700,700,8/4/16
86012,13800,116400,N,dc0becf86846,0.181,450,450,8/4/16
86012,13800,116400,N,d7204c11960d,0.31,300,300,8/4/16
86014,8790,60,N,bdd67025a86d,0.04,100,100,8/4/16
86014,8790,60,N,30cb461db4f4,0.0775,100,100,8/4/16
86003,13800,5205,N,d370d5cccfc1,1.8,24,24,8/2/16
86003,13800,5205,N,e1691fbbc670,0.22,24,24,8/2/16
86010,13800,116400,N,1d97e26bf055,0.14,479,479,8/4/16
86010,13800,116400,N,5dd61efe4c79,1.3,87,87,8/4/16
86010,13800,116400,N,d7204c11960d,0.32,175,175,8/4/16
86017,14802,19100,N,cc3bf9cd85f2,0.021,2000,2000,8/8/16
86017,14802,19100,N,591e962e7514,0,1,1,8/8/16
86029,13800,17740,N,b3d20032a0c3,0.075,1000,1000,8/9/16
86029,13800,17740,N,4c5a6dbee2a5,0,1,1,8/9/16
86011,2002,,Y,0ec5cb45dc31,0.46667,300,300,8/4/16
86011,2002,,Y,13dfaee8f27f,0,1,1,8/4/16
86011,2002,,Y,b4ba8b137512,100,1,1,8/4/16
86020,8200,19100,N,92ae57d705f0,0.19956,900,900,8/8/16
86005,13950,,Y,7ed900778c30,0.003,27500,27500,8/3/16
86005,13950,,Y,13dfaee8f27f,10,1,1,8/3/16
86019,3301,19100,N,488e5d43941b,81,5,5,8/8/16
86019,3301,19100,N,591e962e7514,0,1,1,8/8/16
86031,220700,,N,2d3d80fbb900,150,1,1,8/9/16
86025,220700,,N,2d3d80fbb900,1050,1,1,8/8/16
86021,5315,19100,N,f87b7607ea39,0.147,1000,1000,8/8/16
86018,6007,19100,N,66d7271f898e,84.04,3,3,8/8/16
86018,6007,19100,N,591e962e7514,0,1,1,8/8/16
86022,3500,19100,N,2252cc6bf2e5,0.12708,275,275,8/8/16
86022,3500,19100,N,58b99efa5ce6,0.2251,100,100,8/8/16
86022,3500,19100,N,c31a9c4e9e39,2.0278,10,10,8/8/16
86022,3500,19100,N,1c24b67374c2,0.0623,100,100,8/8/16
86022,3500,19100,N,eb8f9c8f4d74,0.0202,100,100,8/8/16
86022,3500,19100,N,3705aa7869ca,0.2563,50,50,8/8/16
86022,3500,7450,N,71fd7ee6ab18,0.0201,1400,1400,8/8/16
86016,14802,117500,N,efd288e2edbf,0.012,25000,25000,8/8/16
86052,3500,19100,N,97eb63009ece,0.0233,300,300,8/14/16
86052,3500,1200,N,735370d2fcd6,0.5515,50,50,8/14/16
86052,3500,144500,N,a9a96e06879e,0.0214,1000,1000,8/14/16
86041,8809,16975,N,a149aff8ad48,24.19,15,15,8/13/16
86036,8790,136700,N,932a3301ed96,0.0091,500,500,8/11/16
86036,8790,136700,N,fff98304cfcf,0.0273,500,500,8/11/16
86036,8790,10600,N,b3691e842399,0.0249,1500,1500,8/11/16
86045,3500,120700,N,0086201ec470,0.01456,8000,8000,8/13/16
86033,124200,13702,N,d27531bdc62d,1,1000,1000,8/10/16
86033,124200,13702,N,4c5a6dbee2a5,0,1,1,8/10/16
86033,124200,13702,N,1d8e9ff5785a,0,1,1,8/10/16
86042,3100,60,N,dc227f3d31e8,0.027,5000,5000,8/13/16
86002,220700,,N,2d3d80fbb900,750,1,1,8/2/16
86030,218500,16975,N,e0b22b0e2340,10.24,16,16,8/9/16
86056,3100,116400,N,cecf9964d4c2,0.315,1000,1000,8/15/16
86056,3100,116400,N,905cd271cdb7,0.05,1550,1550,8/15/16
86057,3500,5398,N,d21640239c1f,0.05869,2000,2000,8/15/16
86057,3500,5398,N,d38792a3f6f7,0.00637,5000,5000,8/15/16
86059,15100,19100,N,483a8002fbe6,1.49,30,30,8/15/16
86059,15100,19100,N,591e962e7514,0,1,1,8/15/16
86039,13800,136700,N,10363b9662ae,0.027,300,300,8/12/16
86078,221300,1010,N,40e77b598b60,0.075,2500,2500,8/18/16
86078,221300,1010,N,ca34ab5c748c,0,1,1,8/18/16
86046,100700,120700,N,c5236a7af350,0.657,500,500,8/13/16
86007,7655,17740,N,81282f88303f,6.2,100,100,8/3/16
86007,7655,17740,N,1d8e9ff5785a,18,1,1,8/3/16
86066,14802,1726,N,09999290430d,0.02437,10000,10000,8/16/16
86066,14802,1726,N,0a960a82d511,0,1,1,8/16/16
86038,1200,118400,N,0dc3ccaf1c54,0.1549,1000,1000,8/11/16
86037,13800,120700,N,59f8f1419d92,0.004,2000,2000,8/11/16
86037,13800,10600,N,b9236fe53e27,0.0135,400,400,8/11/16
86037,13800,10600,N,8e8c94152b45,0.075,200,200,8/11/16
86037,13800,136700,N,10363b9662ae,0.027,300,300,8/11/16
86037,13800,800,N,ab231a78afee,0.009,1000,1000,8/11/16
86037,13800,800,N,6d6c46848176,0.016,1000,1000,8/11/16
86037,13800,118400,N,36178826a58b,0.006,1000,1000,8/11/16
86037,13800,17572,N,a8acf51601a4,0.025,60000,60000,8/11/16
86062,220700,,N,2d3d80fbb900,225,1,1,8/15/16
86053,8812,7780,N,33e4e64b9bff,12.5,25,25,8/14/16
86053,8812,7780,N,4c5a6dbee2a5,0,1,1,8/14/16
86053,8812,15855,N,2a9c3820ce20,1.31,50,50,8/14/16
86053,8812,15855,N,4c5a6dbee2a5,0,1,1,8/14/16
86053,8812,17740,N,f0313be7dfc2,0.64,450,450,8/14/16
86053,8812,17740,N,4c5a6dbee2a5,0,1,1,8/14/16
86053,8812,17740,N,57efb352ba08,0.78,450,450,8/14/16
86053,8812,17740,N,4c5a6dbee2a5,0,1,1,8/14/16
86065,13800,17740,N,471bd9ffece4,0.14,1100,1100,8/16/16
86065,13800,17740,N,4c5a6dbee2a5,0,1,1,8/16/16
86065,13800,1726,N,17a809a99a50,0.016,3000,3000,8/16/16
86065,13800,1726,N,4c5a6dbee2a5,0,1,1,8/16/16
86108,13921,,N,a420b886ab83,62.5,2,2,8/22/16
86108,13921,,N,57aaf12d9d03,0,1,1,8/22/16
86027,13950,,N,7e738cc805b8,0.00335,19434,19434,8/8/16
86091,305900,131100,N,96d63765659f,0.0175,2500,2500,8/21/16
86076,175100,1010,N,00a51b2e743c,0.02315,50000,50000,8/18/16
86076,175100,1010,N,0a960a82d511,0,1,1,8/18/16
86075,125500,14301,N,06bacafe7af7,0.12,250,250,8/18/16
86075,125500,14301,N,ca34ab5c748c,0,1,1,8/18/16
86063,8017,10600,N,d96effbfb4dc,0.142,2000,2000,8/16/16
86082,3500,19100,N,1bfa582b35bf,0.0286,500,500,8/21/16
86082,3500,19100,N,dc430b9d3488,0.3363,100,100,8/21/16
86082,3500,19100,N,c8319c46d928,0.0828,100,100,8/21/16
86082,3500,161,N,efba249b569c,0.02119,4000,4000,8/21/16
86043,243500,60,N,1b8ca697ef6a,0.08842,5000,5000,8/13/16
86043,243500,60,N,7d132809bbae,0.43,1500,1500,8/13/16
86043,243500,60,N,6009ff9ccf25,0.06,2000,2000,8/13/16
86004,286900,,N,3d6cc627675f,225,1,1,8/2/16
86004,286900,,N,13dfaee8f27f,0,1,1,8/2/16
86064,8030,5313,N,578d91bba9c5,0.03208,2500,2500,8/16/16
86094,3012,4083,N,1bd799542998,0.003,60000,60000,8/21/16
86094,3012,4083,N,ac6ea3f4e7f8,0,1,1,8/21/16
86086,6007,800,N,cd8d6dfd7319,1.13,100,100,8/21/16
86034,13950,,N,db8008586116,0.0075,10000,10000,8/10/16
86100,15180,1010,N,39ae072b143f,0.0935,25000,25000,8/21/16
86100,15180,1010,N,0a960a82d511,0,1,1,8/21/16
86099,120200,133800,N,2810ce365091,0.076,1000,1000,8/21/16
86099,120200,133800,N,ca34ab5c748c,0,1,1,8/21/16
86096,14655,17420,N,b079fce0382d,8.5,15,15,8/21/16
86096,14655,17420,N,0a960a82d511,0,1,1,8/21/16
86111,13921,,N,f5a818d73cdb,0.00184,54434,54434,8/23/16
86111,13921,,N,3d6cc627675f,0,1,1,8/23/16
86111,13921,,N,13dfaee8f27f,20,1,1,8/23/16
86111,13921,,N,7cba12cad606,100,1,1,8/23/16
86104,220700,17580,N,2d3d80fbb900,145,1,1,8/22/16
86040,302200,117500,N,c08ea01b0821,0.04963,50000,50000,8/13/16
86085,13800,800,N,5dc22dc0758d,0.031,1000,1000,8/21/16
86044,249800,60,N,4a26d5de8f4b,0.46,1500,1500,8/13/16
86103,13005,13702,N,7cc6a9bcce3f,0.16174,500,500,8/21/16
86103,13005,13702,N,4c5a6dbee2a5,0,1,1,8/21/16
86103,13005,13702,N,1d8e9ff5785a,0,1,1,8/21/16
86073,8790,60,N,ca6a795cbbda,0.0223,2000,2000,8/18/16
86073,8790,60,N,30cb461db4f4,0.0775,200,200,8/18/16
86093,3302,5060,N,eaab3430f4b0,0.06,1000,1000,8/21/16
86093,3302,5060,N,0a960a82d511,0,1,1,8/21/16
86051,3100,10600,N,d81970aec6ad,0.0055,10000,10000,8/14/16
R086103A,13005,,N,7cc6a9bcce3f,0.16174,-500,-500,8/30/16
86083,144300,800,N,28f71585456b,6,20,20,8/21/16
R056051A,6900,,N,0a203d65e46f,0.039,-105200,-105200,8/31/16
86067,1461,19100,N,e92c1a080901,4.15,100,100,8/16/16
86067,1461,19100,N,4c5a6dbee2a5,5,1,1,8/16/16
86110,13921,,Y,a420b886ab83,0.0038,75000,75000,8/23/16
86110,13921,,Y,3d6cc627675f,125,1,1,8/23/16
86120,3500,19100,N,62518567b26d,0.0426,600,600,8/29/16
86120,3500,19100,N,000a24cc6299,0.05089,1200,1200,8/29/16
86120,3500,19100,N,78d99363e5cd,1.33224,40,40,8/29/16
86119,220700,,N,2d3d80fbb900,245,1,1,8/25/16
86121,220700,,N,2d3d80fbb900,145,1,1,8/25/16
86072,298000,,Y,2021ccf83109,0.045,6800,6800,8/17/16
86109,298000,,Y,2021ccf83109,0.045,6000,6000,8/23/16
86109,298000,,Y,13dfaee8f27f,0,1,1,8/23/16
86097,119800,111400,N,0b62f6d5b31d,0.21,600,600,8/21/16
86097,119800,111400,N,4c5a6dbee2a5,0,1,1,8/21/16
86123,220700,,N,2d3d80fbb900,175,1,1,8/25/16
86084,11600,800,N,7777095cc2fb,0.049,1000,1000,8/21/16
86054,13800,116400,N,1d97e26bf055,0.14,1000,1000,8/15/16
86054,13800,116400,N,d7204c11960d,0.31,250,250,8/15/16
86055,13800,116400,N,ce507b64d5ac,1.17,300,300,8/15/16
86055,13800,116400,N,dc0becf86846,0.181,450,450,8/15/16
86058,4900,19100,N,9f19bc303e55,9.5,25,25,8/15/16
86058,4900,19100,N,591e962e7514,0,1,1,8/15/16
86080,3500,19100,N,78d99363e5cd,1.33224,40,40,8/19/16
86081,13800,3905,N,5d1ff6a613a3,0.145,2510,2510,8/21/16
86081,13800,3905,N,ca34ab5c748c,0,1,1,8/21/16
86137,3100,116400,N,ce507b64d5ac,1.135,600,600,8/29/16
86137,3100,116400,N,905cd271cdb7,0.05,1000,1000,8/29/16
86137,3100,116400,N,61f24b7edb9e,0.0333,300,300,8/29/16
86137,3100,116400,N,2f27a55e7ead,0.013,500,500,8/29/16
86135,13218,132900,N,68cfdbcd661a,0.04121,2000,2000,8/29/16
86088,14503,800,N,2fac394011e7,0.36,1000,1000,8/21/16
86090,229600,19100,N,9ff0b9c0f295,3.65,50,50,8/21/16
86090,229600,19100,N,591e962e7514,0,50,50,8/21/16
86131,220700,,N,2d3d80fbb900,240,1,1,8/29/16
86115,2002,,N,7e738cc805b8,0.0039,54434,54434,8/24/16
86115,2002,,N,b4ba8b137512,150,1,1,8/24/16
96014,2449,120700,N,0c504e457234,0.0525,2000,2000,9/3/16
86133,6007,16975,N,b92ee2af0e07,0.69,50,50,8/29/16
96001,220700,,N,2d3d80fbb900,150,1,1,9/1/16
96005,220700,60,N,2d3d80fbb900,165,1,1,9/2/16
86140,220700,,N,2d3d80fbb900,595,1,1,8/30/16
86117,298000,14700,N,e27ff81e8772,0.245,25250,25250,8/24/16
86136,114400,5398,N,dac1c39d0271,0.046,600,600,8/29/16
96006,11600,800,N,25dac95b8f59,0.8,100,100,9/2/16
96006,11600,800,N,f44b7809595e,0.22,125,125,9/2/16
86116,186200,17580,Y,a081c58a4c13,0.0346,27500,27500,8/24/16
86116,186200,17580,Y,bf2c889e80e2,205,1,1,8/24/16
86116,186200,17580,Y,13dfaee8f27f,7.5,1,1,8/24/16
96075,114900,113300,N,8811887fc596,6.5,300,300,9/7/16
96075,114900,113300,N,4c5a6dbee2a5,50,1,1,9/7/16
96078,13005,13702,N,0527d53ccb16,0.49249,1000,1000,9/7/16
96078,13005,13702,N,4c5a6dbee2a5,0,1,1,9/7/16
96078,13005,13702,N,1d8e9ff5785a,0,1,1,9/7/16
86134,13800,10600,N,db98f02c1a54,0.02595,10000,10000,8/29/16
86134,13800,10600,N,d74bd06e796d,0.01025,10000,10000,8/29/16
86134,13800,10600,N,4e38966e574d,0.006,10000,10000,8/29/16
86134,13800,10600,N,2f27a55e7ead,0.00625,10000,10000,8/29/16
96067,8200,9207,N,6619f25b6f35,0.0195,119000,119000,9/5/16
96053,3500,19100,N,ffb3916bc566,0.082,300,300,9/5/16
96053,3500,19100,N,e32adeda56eb,0.14049,500,500,9/5/16
96053,3500,19100,N,4d6b1ed84a52,0.025,100,100,9/5/16
96053,3500,19100,N,c0556bbd2751,0.0404,300,300,9/5/16
96053,3500,19100,N,5e066183b31a,0.1674,100,100,9/5/16
96053,3500,17420,N,ebabed408264,0.0378,100,100,9/5/16
96053,3500,10600,N,2173a608a2af,0.0347,200,200,9/5/16
96053,3500,10600,N,1e14230db089,0.0385,200,200,9/5/16
96069,162900,19100,N,c9143e393c87,0.195,100,100,9/5/16
96069,162900,19100,N,4b3e581cf06c,0.219,100,100,9/5/16
96057,6038,800,N,cd690cab8e65,0.0115,5000,5000,9/5/16
96059,3100,15052,N,4b6d63ffb07b,0.011,10000,10000,9/5/16
86138,13950,,Y,4d7e59b8fd38,0.0203,3300,3300,8/30/16
96076,220700,,N,2d3d80fbb900,250,1,1,9/7/16
96007,220700,,N,2d3d80fbb900,1650,1,1,9/2/16
96004,220700,17580,N,2d3d80fbb900,145,1,1,9/1/16
86079,220700,,N,2d3d80fbb900,700,1,1,8/18/16
96061,6900,4531,N,56906d06ea17,0.828,300,300,9/5/16
96068,7219,138200,N,c28a63996672,0.2,100,100,9/5/16
96060,162300,139900,N,c99851dfe53a,0.268,500,500,9/5/16
96073,209400,133800,N,10745077ef67,0.52,100,100,9/6/16
96073,209400,133800,N,4c5a6dbee2a5,25,1,1,9/6/16
96064,157500,118400,N,47521172fa47,0.0048,6000,6000,9/5/16
96054,8790,136700,N,d6ffc7b99a06,0.0092,3000,3000,9/5/16
96054,8790,138000,N,b9654a0841e6,0.0444,2000,2000,9/5/16
96050,13800,13702,N,5782f7169f62,0.1,200,200,9/5/16
96050,13800,13702,N,4c5a6dbee2a5,0,1,1,9/5/16
96050,13800,13702,N,1d8e9ff5785a,0,1,1,9/5/16
86071,257600,117500,N,57031714bddc,0.84,3250,3250,8/17/16
86071,257600,117500,N,13dfaee8f27f,0,1,1,8/17/16
86074,7216,1010,N,d07f6e344e25,0.027,25700,25700,8/18/16
86074,7216,1010,N,0a960a82d511,0,1,1,8/18/16
96002,102100,60,N,58d15b072ff2,1.82,1400,1400,9/1/16
96038,13800,117500,N,bba229ce0942,0.0995,5000,5000,9/4/16
96038,13800,117500,N,fec462998fc5,0.02828,15000,15000,9/4/16
96038,13800,117500,N,4ccddfb49138,0.011,20000,20000,9/4/16
96013,8790,120700,N,b397a3f2e50e,0.007,50000,50000,9/3/16
96012,13800,120700,N,8300372f594c,0.05,10000,10000,9/3/16
96012,13800,120700,N,0741318b80cf,0.025,10000,10000,9/3/16
96029,153100,60,N,c63c5e1eca75,0.1099,5000,5000,9/3/16
96009,8200,120700,N,e0d3f6ba8cec,0.01135,10000,10000,9/3/16
96016,7219,120700,N,8fb731781e70,0.0115,15000,15000,9/3/16
96024,248900,60,N,5939f9181417,0.418,5000,5000,9/3/16
96015,3500,120700,N,dcaff272a3d1,0.00303,25000,25000,9/3/16
96039,3100,117500,N,10542bb0cd11,0.025,10000,10000,9/4/16
96039,3100,117500,N,d4063c588b65,0.044,5000,5000,9/4/16
96008,100700,120700,N,129c25573f23,31.32,26,26,9/3/16
96040,14802,117500,N,efd288e2edbf,0.013,20000,20000,9/4/16
96085,220700,,N,2d3d80fbb900,150,1,1,9/9/16
86101,1922,113300,N,b6cde7411c7d,0.158,100,100,8/21/16
86101,1922,113300,N,4c5a6dbee2a5,25,1,1,8/21/16
96046,13280,14700,N,556b94ced799,0.05791,10000,10000,9/4/16
96070,119800,9800,N,947a6e648898,0.14,2000,2000,9/6/16
96070,119800,9800,N,4c5a6dbee2a5,0,1,1,9/6/16
96070,119800,9800,N,1d8e9ff5785a,0,1,1,9/6/16
96136,13005,13702,N,0dfb6ce4b633,0.56608,200,200,9/13/16
96136,13005,13702,N,4c5a6dbee2a5,0,1,1,9/13/16
86102,5315,13702,N,696ea379a095,0.258,1500,1500,8/21/16
86102,5315,13702,N,4c5a6dbee2a5,0,1,1,8/21/16
86102,5315,13702,N,1d8e9ff5785a,0,1,1,8/21/16
96081,13950,14700,Y,03c2e2f02c6d,0.0203,3300,3300,9/8/16
96115,3500,19100,N,f96b2cc25036,0.2863,100,100,9/13/16
96115,3500,14750,N,4b2440c9854c,0.01781,10000,10000,9/13/16
96115,3500,19100,N,337157380e8f,0.0452,100,100,9/13/16
96115,3500,13906,N,1ef0ac9ed7ff,0.0274,1000,1000,9/13/16
96115,3500,19100,N,f15aca3ed654,0.16904,200,200,9/13/16
96115,3500,19100,N,7b78c962246f,0.0736,100,100,9/13/16
96126,6015,112300,N,77cfc89774b0,1.3,58,58,9/13/16
96126,6015,112300,N,0a960a82d511,0,1,1,9/13/16
96042,13005,17580,N,fd63d7703a9c,0.02919,5000,5000,9/4/16
96042,13005,17580,N,4c5a6dbee2a5,0,1,1,9/4/16
96044,14802,17580,N,7c9dbd57517f,0.00852,225000,225000,9/4/16
96044,14802,17580,N,4c5a6dbee2a5,0,1,1,9/4/16
96089,3012,120700,N,1fe113852ea1,0.00334,50000,50000,9/12/16
96077,1922,13702,N,0527d53ccb16,0.75,296,296,9/7/16
96077,1922,13702,N,4c5a6dbee2a5,0,1,1,9/7/16
96077,1922,13702,N,1d8e9ff5785a,0,1,1,9/7/16
96021,2000,60,N,c9c792850045,0.0404,52000,52000,9/3/16
96056,6038,800,N,208ff3e5f1b1,0.095,3000,3000,9/5/16
96020,13800,60,N,01c02544d7db,0.03,1000,1000,9/3/16
96020,13800,60,N,3b235ccd0872,0.02,1000,1000,9/3/16
96020,13800,60,N,6579d5b4d3f9,0.475,300,300,9/3/16
R096020A,13800,,N,01c02544d7db,0.03,-1000,-1000,9/19/16
R096020A,13800,,N,3b235ccd0872,0.02,-1000,-1000,9/19/16
R096020A,13800,,N,6579d5b4d3f9,0.475,-300,-300,9/19/16
96083,216200,,N,42f166a291cc,0.03,10225,10225,9/8/16
96146,3500,5398,N,e77c36071d8a,0.04418,1000,1000,9/15/16
96079,6038,800,N,208ff3e5f1b1,0.095,400,400,9/8/16
96124,3100,116400,N,905cd271cdb7,0.05,1000,1000,9/13/16
96124,3100,116400,N,2d281bbe5406,0.13,500,500,9/13/16
96137,3500,5398,N,dde97b59a69a,0.04247,1100,1100,9/14/16
96120,3500,5398,N,a8262a5f2bbd,0.00914,6000,6000,9/13/16
96122,3100,15052,N,e5b629347c2a,0.00475,10000,10000,9/13/16
R086103B,13005,,N,7cc6a9bcce3f,0.16174,-500,-500,9/20/16
96141,307900,13702,N,36f800aaa055,40.2,500,500,9/14/16
96141,307900,13702,N,ca34ab5c748c,0,1,1,9/14/16
96141,307900,13702,N,1d8e9ff5785a,0,1,1,9/14/16
96141,307900,13702,N,b4ba8b137512,1000,10,10,9/14/16
86132,152900,,Y,f10f21158255,1.65,180,180,8/29/16
86141,13950,,Y,818e10a087da,0.00106,75000,75000,8/30/16
96116,13911,19100,N,eff6ea64ad8b,0.155,250,250,9/13/16
96080,220700,,N,2d3d80fbb900,700,1,1,9/8/16
96101,220700,,N,2d3d80fbb900,150,1,1,9/13/16
96025,261900,60,N,f8b5e42a309e,0.06,3000,3000,9/3/16
96104,13800,16975,N,f1cc4aa93963,0.07325,1000,1000,9/13/16
96099,4900,16975,N,adb95b1549ad,18,8,8,9/13/16
96088,100700,120700,N,75494fc67522,0.28142,2000,2000,9/12/16
86127,13800,800,N,3efc35b9b99d,0.965,10,10,9/12/16
86127,13800,16975,N,bed8894bc0ef,0.272,200,200,9/12/16
86127,13800,16975,N,bad011e83882,0.043,1000,1000,9/12/16
86127,13800,16975,N,eb7f919c160b,0.017,1000,1000,9/12/16
86127,13800,16975,N,395475e655be,0.086,500,500,9/12/16
86127,13800,16975,N,2a3a0043b6c6,0.055,2000,2000,9/12/16
86127,13800,800,N,6486436ae827,0.009,2000,2000,9/12/16
86127,13800,4087,N,0a397d678edf,0.018,3000,3000,9/12/16
86127,13800,4087,N,a20491cfc5b0,0.032,400,400,9/12/16
86127,13800,4087,N,f7fc5ff89ae4,0.02125,2000,2000,9/12/16
86127,13800,4087,N,b991e39b42b8,0.26,100,100,9/12/16
86127,13800,4087,N,4e38966e574d,0.006,3000,3000,9/12/16
86127,13800,4087,N,d74bd06e796d,0.013,1500,1500,9/12/16
86127,13800,4087,N,4e38966e574d,0.008,1500,1500,9/12/16
96118,13800,1200,N,7affeca5e20d,0.0051,24000,24000,9/13/16
96051,13800,7780,N,deae9666f393,0.2,100,100,9/5/16
96051,13800,7780,N,4c5a6dbee2a5,0,1,1,9/5/16
96051,13800,17740,N,3ee9d6de7e9c,0.13,400,400,9/5/16
96051,13800,17740,N,4c5a6dbee2a5,0,1,1,9/5/16
96051,13800,17740,N,6623a06eb7c6,0.116,400,400,9/5/16
96051,13800,17740,N,4c5a6dbee2a5,0,1,1,9/5/16
96052,13800,13906,N,521ec006e64f,1.55,125,125,9/5/16
96052,13800,800,N,2d4caaaf4f5b,0.01,2000,2000,9/5/16
96052,13800,4531,N,6a9c5aa567d5,0.016,1500,1500,9/5/16
96052,13800,15052,N,61d5f7520d99,0.025,5000,5000,9/5/16
96052,13800,139900,N,bd1927677124,0.005,4000,4000,9/5/16
96052,13800,800,N,875fe210eab2,0.07,1000,1000,9/5/16
96052,13800,17420,N,7e577330e869,0.02,100,100,9/5/16
96052,13800,17420,N,06385d7c3ef2,0.08,100,100,9/5/16
96052,13800,17420,N,30e112b5a626,0.035,100,100,9/5/16
96052,13800,17420,N,fec462998fc5,0.045,100,100,9/5/16
96052,13800,17420,N,c1785ad3cd14,0.046,100,100,9/5/16
96052,13800,17420,N,a933f923465a,0.07,100,100,9/5/16
96052,13800,10600,N,c4f471950c4c,0.008,300,300,9/5/16
96052,13800,10600,N,f013a4dee2b9,0.008,200,200,9/5/16
96052,13800,10600,N,e727ab396a86,0.02,400,400,9/5/16
96052,13800,10600,N,a1d80ef6677e,0.025,200,200,9/5/16
96052,13800,10600,N,bdd1f059d932,0.007,600,600,9/5/16
96052,13800,10600,N,9bcd03357393,0.012,200,200,9/5/16
96052,13800,10600,N,3b6a109176b4,0.018,600,600,9/5/16
96182,15100,18700,N,f7c76f8dcfb0,0.0135,21000,21000,9/20/16
96084,220700,,N,2d3d80fbb900,150,1,1,9/8/16
96097,13950,,Y,252cede5e3bf,0.0022,25000,25000,9/12/16
96087,6100,13702,N,39d42afa98fc,6.25,25,25,9/12/16
96087,6100,13702,N,ca34ab5c748c,0,1,1,9/12/16
96087,6100,13702,N,1d8e9ff5785a,0,1,1,9/12/16
96017,13950,120700,Y,8fb731781e70,0.004,15000,15000,9/3/16
96184,3012,18700,N,b45bab33e583,0.00328,100000,100000,9/20/16
96184,3012,18700,N,04ec2a5aca1d,0.00692,30000,30000,9/20/16
86089,119700,800,N,dbeb8fdaf947,0.0364,4400,4400,8/21/16
96058,14503,800,N,63a8ae3a3555,0.13,1400,1400,9/5/16
96119,118000,1200,N,d8b7df5e8e3c,0.0198,2500,2500,9/13/16
96139,8812,15052,N,8fb7998b215a,0.22,700,700,9/14/16
96139,8812,15052,N,4c5a6dbee2a5,0,1,1,9/14/16
96074,294500,,N,3d6cc627675f,168.95,1,1,9/6/16
96074,294500,,N,13dfaee8f27f,50,1,1,9/6/16
96117,8790,800,N,d274d3de6f81,0.0178,3000,3000,9/13/16
96149,4100,15052,N,d068d2e84006,0.57,1000,1000,9/15/16
96181,3500,19100,N,fafe2314ff62,0.0366,800,800,9/19/16
96181,3500,19100,N,e68bfda60fd7,0.0955,100,100,9/19/16
96181,3500,19100,N,ec90950d7aca,0.09774,475,475,9/19/16
96151,217,15850,N,a891e7bb2a4b,1.1,100,100,9/15/16
96151,217,15850,N,4c5a6dbee2a5,0,1,1,9/15/16
86087,15201,800,N,be9cef09171f,1.85,1000,1000,8/21/16
86095,10102,1711,N,7f68c062d8ad,0.01965,55000,55000,8/21/16
96026,249800,60,N,407f788dcbfb,0.06,1500,1500,9/3/16
96173,3012,18700,N,fc027d0ec859,0.00391,300000,300000,9/19/16
96143,3500,120700,N,84ab979d848e,0.00477,40000,40000,9/15/16
96167,134600,,N,02c36b990e51,0.036,55300,55300,9/17/16
96150,13800,800,N,4ad9665273ec,0.0042,6000,6000,9/15/16
96172,13800,16975,N,efca8324be73,1.3,200,200,9/19/16
96010,13911,120700,N,937a08bc223d,0.008,110000,110000,9/3/16
96094,260700,,Y,36d8a2c08df2,0.0125,12000,12000,9/12/16
96094,260700,,Y,b4ba8b137512,350,1,1,9/12/16
96027,13400,60,N,d0b9113a74fc,0.3029,2500,2500,9/3/16
96145,8105,14700,N,f726a20c55cc,0.0171,5000,5000,9/15/16
96186,13005,18700,N,7a5e86cb397a,0.0198,10000,10000,9/20/16
