purno,vendno,custno,transfer,item,cost,qtyord,qtyrec,created
126147,311200,,N,14343d69d0e1,5080,10,10,12/29/16
126115,3012,15855,N,d2222dc082bd,0.0226,7000,7000,12/27/16
126086,3500,60,N,3886db2059e7,0.02529,12100,12100,12/22/16
126086,3500,60,N,eac0c4b382bd,0.01851,12000,12000,12/22/16
126053,3100,800,N,c23ee4ac8a12,0.009,2000,2000,12/18/16
126053,3100,1726,N,bfcc23e939d4,0.005,2000,2000,12/18/16
126113,7219,138200,N,c28a63996672,0.2,200,200,12/27/16
126067,13800,15855,N,52c1ceabffdc,0.006,12000,12000,12/21/16
126132,3500,10600,N,948ebeeb54a9,0.0236,500,500,12/29/16
126132,3500,19100,N,d9e2d484e1cf,0.27776,250,250,12/29/16
126132,3500,19100,N,5dac56978f29,0.60466,300,300,12/29/16
126132,3500,19100,N,1ea9ae884bf2,0.2224,100,100,12/29/16
126132,3500,19100,N,788fe07abd6b,0.48761,125,125,12/29/16
116155,13219,13702,N,f2bdd167b1e6,0.28,1500,1500,11/13/16
116155,13219,13702,N,de152fc3bc10,75,1,1,11/13/16
116155,13219,13702,N,4c5a6dbee2a5,0,1,1,11/13/16
116155,13219,13702,N,1d8e9ff5785a,0,1,1,11/13/16
96019,161200,120700,N,4a90f1cf927b,0.223,68093,68093,9/3/16
96019,161200,120700,N,ca34ab5c748c,0,1,1,9/3/16
96036,161200,16975,N,c1e428d3ee6b,0.35,5026,5026,9/3/16
96036,161200,16975,N,d154c59c55e2,3.55,2561,2561,9/3/16
96036,161200,16975,N,0e9b38d1680d,6.45,5379,5379,9/3/16
116019,225300,14700,N,f0f71bd611c1,0.215,30500,30500,11/3/16
116019,225300,14700,N,52b0bb5bd90f,0.17,28980,28980,11/3/16
116019,225300,14700,N,13dfaee8f27f,0,1,1,11/3/16
R106153A,304300,,N,996f5488df04,0.39,-22965,-22965,1/5/17
126176,205700,800,N,52e94005983d,0.52,1000,1000,12/31/16
126176,205700,800,N,ca34ab5c748c,0,1,1,12/31/16
126176,205700,800,N,1216eaeeb562,0.56,1000,1000,12/31/16
126176,205700,800,N,ca34ab5c748c,0,1,1,12/31/16
126068,164800,800,N,700adc6f58ff,0.2875,1000,1000,12/21/16
116142,164800,14700,N,94b43ad5ead8,0.164,20000,20000,11/12/16
116142,164800,14700,N,13dfaee8f27f,0,1,1,11/12/16
116089,164800,1200,N,1c7d63672d90,0.15,2500,2500,11/7/16
116089,164800,1200,N,ca34ab5c748c,0,1,1,11/7/16
116089,164800,1200,N,ac6ea3f4e7f8,0,1,1,11/7/16
116245,164800,,N,bccd5d9ccc35,0.5,1000,1000,11/21/16
116245,164800,,N,13dfaee8f27f,0,1,1,11/21/16
17045,219300,,N,91ab6f3f896e,0.118,760,760,1/5/17
116090,219300,141900,N,0eb5f95c28b9,0.102,11190,11190,11/7/16
116090,219300,141900,N,ca34ab5c748c,0,1,1,11/7/16
96049,219300,14700,N,7b63214ba95b,0.73,14661,14661,9/4/16
96049,219300,14700,N,ca34ab5c748c,0,1,1,9/4/16
126104,13800,117500,N,28cc813d97e9,0.18,7500,7500,12/26/16
126128,4900,15855,N,bb2e511b25ac,0.53,300,300,12/28/16
126114,4900,15855,N,bf51a38a3e8c,0.4,200,200,12/27/16
126111,13800,15855,N,e1c694c51d02,0.063,2500,2500,12/27/16
126117,13800,15855,N,973c086db28f,0.015,10000,10000,12/27/16
126117,13800,15855,N,8d5c6b5b5367,0.0045,10000,10000,12/27/16
126117,13800,15855,N,26447c04c3c2,0.0131,5000,5000,12/27/16
126117,13800,15855,N,569a9d3fce52,0.0065,1000,1000,12/27/16
126117,13800,15855,N,593d69ed6259,0.008,1000,1000,12/27/16
126117,13800,15855,N,675184fb128e,0.023,500,500,12/27/16
116008,13921,14700,Y,06e0841e9f52,0.33333,300,300,11/1/16
116008,13921,14700,Y,13dfaee8f27f,25,1,1,11/1/16
116007,13921,14700,Y,b0dbc0655046,0.33333,300,300,11/1/16
116007,13921,14700,Y,13dfaee8f27f,25,1,1,11/1/16
126116,3100,15855,N,b551ed0e9f3f,0.06,2000,2000,12/27/16
126116,3100,15855,N,45a773486d01,0.037,3000,3000,12/27/16
126116,3100,15855,N,09b5ff52941c,0.0125,5000,5000,12/27/16
126091,14802,117500,N,efd288e2edbf,0.0095,50000,50000,12/22/16
126076,220700,,N,2d3d80fbb900,160,1,1,12/22/16
106130,277400,14700,N,4c3c2fdd567e,0.051,104000,104000,10/23/16
126124,220700,,N,2d3d80fbb900,150,1,1,12/28/16
126112,220700,,N,2d3d80fbb900,695,1,1,12/27/16
126107,220700,,N,2d3d80fbb900,240,1,1,12/27/16
126119,13800,16975,N,ef62c51b809d,0.36,400,400,12/27/16
17003,4100,15052,N,f10d3e74ed7b,0.228,2175,2175,1/2/17
17007,3012,4083,N,d883e3332b3f,0.02474,2500,2500,1/2/17
17007,3012,4083,N,497b7fa6efee,0.02702,1000,1000,1/2/17
17007,3012,4083,N,7ac663ed5447,0.03258,2500,2500,1/2/17
17007,3012,4083,N,dbbd70d7c7de,0.00501,5000,5000,1/2/17
126138,3500,120700,N,ddbdf682c6d4,0.01489,2500,2500,12/29/16
126138,3500,120700,N,a10c288c458c,0.04489,10000,10000,12/29/16
126020,210200,13702,N,e49649989903,25.5,254,254,12/4/16
126020,210200,13702,N,4c5a6dbee2a5,125,1,1,12/4/16
126020,210200,13702,N,1d8e9ff5785a,0,1,1,12/4/16
126143,6865,120700,N,9fba87af0eff,0.15,500,500,12/29/16
126083,3100,117500,N,f9584109b7e2,0.00375,10000,10000,12/22/16
126083,3100,117500,N,d4063c588b65,0.044,15000,15000,12/22/16
126083,3100,117500,N,7792aa811923,0.303,2000,2000,12/22/16
126160,3500,19100,N,64f9dd3d7e08,0.0058,1000,1000,12/31/16
126160,3500,19100,N,8ed0209d78ba,0.0485,100,100,12/31/16
126160,3500,17855,N,56b4f7e5237e,0.00132,50000,50000,12/31/16
126130,13800,1010,N,5e3a5f62d17d,0.014,5000,5000,12/29/16
126153,15100,14700,N,0d5798505eb9,0.00218,27000,27000,12/30/16
126169,15100,7450,N,849f2e6a962e,0.01953,4000,4000,12/31/16
126169,15100,17855,N,66eccd57e328,0.00202,40000,40000,12/31/16
126169,15100,17855,N,d1d58b7910a0,0.0018,67000,67000,12/31/16
17040,13911,4070,N,2e69c121116b,0.3,500,500,1/4/17
17040,13911,4070,N,fb1f18e51860,25,1,1,1/4/17
17028,162300,120700,N,1edb2bc7b46e,0.085,500,500,1/3/17
17022,6015,9800,N,92af69a99ccb,0.35,1000,1000,1/2/17
17022,6015,9800,N,4c5a6dbee2a5,0,1,1,1/2/17
17022,6015,9800,N,1d8e9ff5785a,0,1,1,1/2/17
126125,3500,15855,N,095aefa58fbb,0.0192,1000,1000,12/28/16
126125,3500,15855,N,f98be9068fbf,0.02528,20000,20000,12/28/16
126024,310600,,Y,7b767c92b225,0.011,10000,10000,12/5/16
126024,310600,,Y,13dfaee8f27f,0,1,1,12/5/16
126175,6038,800,N,e41d44ca8777,0.0088,2100,2100,12/31/16
126167,13800,800,N,d483fe629f3b,0.022,200,200,12/31/16
126167,13800,10600,N,0c7a86addf5d,0.035,2000,2000,12/31/16
126167,13800,10600,N,26553490460,0.003,1000,1000,12/31/16
126167,13800,116400,N,cfdd11be555f,0.034,7000,7000,12/31/16
17029,13800,17572,N,f377061f8bf3,0.056,1500,1500,1/3/17
126159,229600,19100,N,b1506f6cee19,0.3,300,300,1/2/17
126118,104000,60,N,2763607cdf0e,0.0867,1000,1000,12/27/16
116009,13950,14700,Y,198feded143d,0.26666,300,300,11/1/16
116010,13950,14700,Y,0a1693f84e53,0.26666,300,300,11/1/16
116093,13921,14700,Y,fd0a4546e563,0.1,1000,1000,11/7/16
116093,13921,14700,Y,13dfaee8f27f,25,1,1,11/7/16
116259,13921,146200,Y,0b28d21b1a58,0.1,1000,1000,11/28/16
116259,13921,146200,Y,13dfaee8f27f,25,1,1,11/28/16
17019,8812,14301,N,0347f8eb2d0e,1.35,200,200,1/2/17
17019,8812,14301,N,4c5a6dbee2a5,0,1,1,1/2/17
17019,8812,14301,N,1d8e9ff5785a,0,1,1,1/2/17
126103,8790,60,N,f64b999a17b2,0.17,900,900,12/26/16
86061,150300,60,N,b7c860e41630,0.00629,318000,318000,8/15/16
86061,150300,60,N,939ca3c63308,0.0212,99000,99000,8/15/16
86061,150300,60,N,65f252c7f1cc,0.00545,310000,310000,8/15/16
86061,150300,60,N,28cee5f7d941,0.0258,259500,259500,8/15/16
86061,150300,60,N,0c5de053df74,0.0056,212000,212000,8/15/16
86061,150300,60,N,13dfaee8f27f,0,5,5,8/15/16
96035,150300,16975,N,7612c6f9c080,0.145,53040,53040,9/3/16
96213,150300,,N,fc027d0ec859,0.00275,526000,526000,9/25/16
96219,150300,14700,N,572ecaa2b6c8,0.0789,28990,28990,9/26/16
96219,150300,14700,N,13dfaee8f27f,0,1,1,9/26/16
106064,150300,14700,N,cb86ae558f91,0.019,51670,51670,10/9/16
106064,150300,14700,N,ca34ab5c748c,0,1,1,10/9/16
106111,150300,60,N,e325830b8fe7,0.0108,52000,52000,10/23/16
106111,150300,60,N,ca34ab5c748c,0,1,1,10/23/16
116016,309900,14700,N,a1cc9b964d40,0.03137,50000,50000,11/3/16
116016,309900,14700,N,13dfaee8f27f,0,1,1,11/3/16
126001,294500,,N,ca371448e2f1,168.75,1,1,12/1/16
126001,294500,,N,13dfaee8f27f,30,1,1,12/1/16
126070,13800,116400,N,1d97e26bf055,0.135,700,700,12/21/16
126070,13800,116400,N,540399943cf6,0.065,400,400,12/21/16
126071,13800,116400,N,2d281bbe5406,0.16,600,600,12/21/16
126071,13800,116400,N,dc0becf86846,0.24,200,200,12/21/16
126071,13800,116400,N,d7204c11960d,0.31,309,309,12/21/16
126129,13800,5205,N,dc00746a12dc,0.75,20,20,12/29/16
126129,13800,5205,N,1a2b3b610ee8,0.2,24,24,12/29/16
126129,13800,5205,N,6e53516b02cf,0.1,48,48,12/29/16
126164,13800,116400,N,03aa8681da62,1.14,200,200,12/31/16
17041,13800,136700,N,d01fa99ff224,0.013,1000,1000,1/5/17
126165,13800,116400,N,5dd61efe4c79,1.4,100,100,12/31/16
17035,13800,16975,N,64824f79c8a3,2.7,50,50,1/4/17
126141,13280,120700,N,d69aa9d26637,0.01749,25000,25000,12/29/16
126140,13005,120700,N,8d1d59bf53dc,0.00982,11000,11000,12/29/16
126172,14785,800,N,c4baddb3e796,0.07923,1000,1000,12/31/16
126170,162300,17855,N,b174e525a42f,0.218,1000,1000,12/31/16
126173,214200,800,N,2185700a8886,0.01,50000,50000,12/31/16
126171,114200,17855,N,3190cf97b61a,0.044,28000,28000,12/31/16
17039,13005,144700,N,0bec48c10dae,0.02563,5000,5000,1/4/17
17008,14802,17740,N,2be92a4ec2ce,0.2,200,200,1/2/17
17008,14802,17740,N,0a960a82d511,0,1,1,1/2/17
R125110A,114900,,N,8811887fc596,5.7,-248,-248,1/13/17
126060,257600,117500,N,57031714bddc,0.84,4505,4505,12/19/16
126060,257600,117500,N,13dfaee8f27f,0,1,1,12/19/16
86105,161200,60,N,aa42250cf03e,0.0531,72000,72000,8/22/16
86105,161200,60,N,4621396560cf,0.0362,23375,23375,8/22/16
86105,161200,60,N,13dfaee8f27f,0,1,1,8/22/16
106065,161200,14700,N,ce39af4a19c6,0.05,96600,96600,10/9/16
106065,161200,14700,N,e4ebeb2baaed,450,1,1,10/9/16
106065,161200,14700,N,ca34ab5c748c,0,1,1,10/9/16
116038,161200,,N,22d07dcb56a6,4.98,7800,7800,11/3/16
126149,186600,120700,N,d68d705bc147,0.0026,100000,100000,12/29/16
126150,186600,120700,N,0c212f89ff9d,0.00735,100000,100000,12/29/16
126152,3500,14700,N,40032555a48c,0.02036,5000,5000,12/30/16
126152,3500,14700,N,ca34ab5c748c,0,1,1,12/30/16
126152,3500,14700,N,6eb8d2e33c57,0,1,1,12/30/16
126136,3500,14700,N,ed7bda5768b9,0.01369,2500,2500,12/29/16
126136,3500,14700,N,ca34ab5c748c,0,1,1,12/29/16
126136,3500,14700,N,6eb8d2e33c57,0,1,1,12/29/16
126136,3500,14700,N,0d6e267dad6b,0.01055,25000,25000,12/29/16
126136,3500,14700,N,ca34ab5c748c,0,1,1,12/29/16
126136,3500,14700,N,6eb8d2e33c57,0,1,1,12/29/16
126106,5315,17580,N,7b31751c6f48,0.2,1000,1000,12/26/16
126106,5315,17580,N,ca34ab5c748c,0,1,1,12/26/16
17056,3500,19100,N,67a7f21fe6b6,0.0249,200,200,1/9/17
17056,3500,60,N,6655c81b1693,0.7664,50,50,1/9/17
17056,3500,18703,N,a31b0e2f0950,0.00393,15000,15000,1/9/17
17034,13208,13702,N,be95cb9d38bc,3.45,110,110,1/3/17
17034,13208,13702,N,ca34ab5c748c,0,1,1,1/3/17
17034,13208,13702,N,1d8e9ff5785a,0,1,1,1/3/17
126144,281600,120700,N,1c9c74a18bc9,0.432,10000,10000,12/29/16
116087,2009,9800,N,2a72c9175484,6.25,500,500,11/7/16
116087,2009,9800,N,26452904477c,0,1,1,11/7/16
116087,2009,9800,N,1d8e9ff5785a,0,1,1,11/7/16
17038,8812,14301,N,68d4444ac067,3.26,25,25,1/4/17
17038,8812,14301,N,4c5a6dbee2a5,0,1,1,1/4/17
126162,124200,13702,N,bf2783fee8b6,20,41,41,12/31/16
126162,124200,13702,N,4c5a6dbee2a5,0,1,1,12/31/16
126162,124200,13702,N,1d8e9ff5785a,0,1,1,12/31/16
116096,150500,16975,N,09c9523d72fe,4.69,2593,2593,11/7/16
17057,156600,138000,N,feef591fd8dc,0.335,150,150,1/10/17
116260,13950,146200,Y,dcd5bf580fe7,0.06,1000,1000,11/28/16
116207,13921,14700,Y,fd0a4546e563,0.1,1000,1000,11/18/16
116207,13921,14700,Y,13dfaee8f27f,25,1,1,11/18/16
126133,13921,,N,11ae8594b314,35,3,3,12/29/16
17042,13921,14700,Y,94b43ad5ead8,0.005,20000,20000,1/5/17
17042,13921,14700,Y,13dfaee8f27f,25,1,1,1/5/17
17052,220700,,N,2d3d80fbb900,700,1,1,1/9/17
17053,220700,16975,N,2d3d80fbb900,280,1,1,1/9/17
17047,220700,,N,2d3d80fbb900,325,1,1,1/5/17
17005,514,5398,N,1612ae555982,0.082,2000,2000,1/2/17
17017,13800,113300,N,4ca7b1d5a53a,0.13,300,300,1/2/17
17017,13800,113300,N,4c5a6dbee2a5,0,1,1,1/2/17
116162,13005,13701,N,a274f4bb935f,0.27398,32000,32000,11/13/16
116162,13005,13701,N,4c5a6dbee2a5,0,1,1,11/13/16
116162,13005,13701,N,1d8e9ff5785a,0,1,1,11/13/16
116227,13005,60,N,7cc767641edd,0.35175,15500,15500,11/19/16
116227,13005,60,N,4c5a6dbee2a5,0,1,1,11/19/16
116227,13005,60,N,1d8e9ff5785a,0,1,1,11/19/16
17025,175100,13702,N,19ac3b895c5a,0.10366,10000,10000,1/2/17
17025,175100,13702,N,4c5a6dbee2a5,50,1,1,1/2/17
17025,175100,13702,N,1d8e9ff5785a,0,1,1,1/2/17
116049,225300,14700,N,e60afd6a360e,0.85,580,580,11/4/16
116049,225300,14700,N,d688495cac76,0.61,1000,1000,11/4/16
116049,225300,14700,N,13dfaee8f27f,0,1,1,11/4/16
126098,307700,146200,N,0c8946b86d78,0.13,10000,10000,12/26/16
126098,307700,146200,N,6348c66f4844,100,2,2,12/26/16
126098,307700,146200,N,13dfaee8f27f,0,1,1,12/26/16
116024,13921,14700,Y,148756ba0eb1,0.005,25000,25000,11/3/16
116024,13921,14700,Y,13dfaee8f27f,25,1,1,11/3/16
126099,13921,146200,Y,0c8946b86d78,0.01,10000,10000,12/26/16
126099,13921,146200,Y,13dfaee8f27f,25,1,1,12/26/16
116064,13921,14700,Y,d688495cac76,0.1,1000,1000,11/7/16
116064,13921,14700,Y,13dfaee8f27f,25,1,1,11/7/16
116063,13921,14700,Y,e60afd6a360e,0.1,1000,1000,11/7/16
116063,13921,14700,Y,13dfaee8f27f,25,1,1,11/7/16
17026,13005,13701,N,c2a648c25a8c,0.44282,10000,10000,1/2/17
17026,13005,13701,N,4c5a6dbee2a5,0,1,1,1/2/17
17026,13005,13701,N,1d8e9ff5785a,0,1,1,1/2/17
17018,120200,133700,N,2810ce365091,0.076,1000,1000,1/2/17
17018,120200,133700,N,4c5a6dbee2a5,0,1,1,1/2/17
116150,134600,14700,N,b12fda8ba624,0.0154,55000,55000,11/12/16
116150,134600,14700,N,ca34ab5c748c,0,1,1,11/12/16
116150,134600,14700,N,1839e194af5c,35,1,1,11/12/16
126151,228300,17580,N,4f4ad8b0088b,40,10,10,12/30/16
126151,228300,17580,N,4c5a6dbee2a5,50,1,1,12/30/16
116066,13921,14700,Y,91ab6f3f896e,0.02,5000,5000,11/7/16
116066,13921,14700,Y,13dfaee8f27f,25,1,1,11/7/16
116261,13921,146200,Y,a6bb11f45895,0.02,5000,5000,11/28/16
116261,13921,146200,Y,13dfaee8f27f,25,1,1,11/28/16
126126,298000,15855,Y,f98be9068fbf,0.065,20000,20000,12/28/16
126174,6038,800,N,a1bf5929225e,0.125,5000,5000,12/31/16
116094,13950,14700,Y,2eb24f44d54d,0.06,1120,1120,11/7/16
17054,13800,15855,N,493540fef71b,0.011,4000,4000,1/9/17
17069,8200,120100,N,5a45a77e1fc7,0.01667,10000,10000,1/17/17
126052,287300,13702,Y,191d44999102,648,1,1,12/17/16
126145,162900,120700,N,9451ed6f9d5c,0.0219,50000,50000,12/29/16
17068,14655,17420,N,b079fce0382d,8.5,15,15,1/16/17
17068,14655,17420,N,7ec0ca470b04,0,1,1,1/16/17
126094,13950,146200,Y,6aba97c5f526,0.6,50,50,12/23/16
17072,14802,17740,N,7dac0eddad14,0.054,2500,2500,1/18/17
17072,14802,17740,N,0a960a82d511,0,1,1,1/18/17
126139,157500,120700,N,5a2a4bbc7921,0.056,5000,5000,12/29/16
126137,13800,120700,N,a10c288c458c,0.025,25000,25000,12/29/16
126163,8790,15855,N,675184fb128e,0.019,1500,1500,12/31/16
126163,8790,15855,N,eabd47b76f63,0.0028,2000,2000,12/31/16
126163,8790,15855,N,721c3dc30f45,0.002,2000,2000,12/31/16
126093,13921,146200,Y,9d457671e894,2,50,50,12/23/16
126093,13921,146200,Y,13dfaee8f27f,25,1,1,12/23/16
17030,13921,14700,Y,4676ff2ea8bf,0.1,1000,1000,1/3/17
17030,13921,14700,Y,13dfaee8f27f,25,1,1,1/3/17
86124,13921,14700,Y,fa05d57d75db,0.4,300,300,8/25/16
86124,13921,14700,Y,49b73a689fb6,0.4,300,300,8/25/16
86124,13921,14700,Y,52c8cfd0c11b,0.4,300,300,8/25/16
86124,13921,14700,Y,a267a7da6ca6,0.4,300,300,8/25/16
116219,126300,118400,N,9176c17c6db6,0.313,5000,5000,11/19/16
116219,126300,118400,N,ca34ab5c748c,25,1,1,11/19/16
116219,126300,118400,N,1d8e9ff5785a,0,1,1,11/19/16
17010,6052,17740,N,ba1bea2b03f1,0.184,1200,1200,1/2/17
17010,6052,17740,N,1d8e9ff5785a,25,1,1,1/2/17
17067,3302,19100,N,302426fccaae,0.025,5000,5000,1/16/17
17067,3302,19100,N,0a960a82d511,0,1,1,1/16/17
116208,13950,14700,Y,2eb24f44d54d,0.06,1000,1000,11/18/16
17066,13950,14700,Y,c40f37f64563,0.2,300,300,1/13/17
116251,13950,,Y,838df89d968a,0.06,1000,1000,11/21/16
116257,286900,,N,ca371448e2f1,800,2,2,11/28/16
116257,286900,,N,13dfaee8f27f,0,2,2,11/28/16
17009,7160,4050,N,36597c586f6e,0.061,50742,50742,1/2/17
126135,13911,14700,N,3ce4a27681ab,0.00925,100000,100000,12/29/16
126135,13911,14700,N,4c5a6dbee2a5,25,1,1,12/29/16
106170,302800,13713,N,2e37959947c5,570,4,4,10/29/16
116263,164800,146200,N,fb6ec432ce31,0.3,2000,2000,11/28/16
116263,164800,146200,N,da939a0584ea,0.5,1000,1000,11/28/16
116263,164800,146200,N,e2985fed00e8,0.475,1000,1000,11/28/16
116263,164800,146200,N,f00e0f5de1a2,0.47,1000,1000,11/28/16
116263,164800,146200,N,58f74cd648d2,0.5,1000,1000,11/28/16
116263,164800,146200,N,0c8946b86d78,0.5,1000,1000,11/28/16
116263,164800,146200,N,8cada2fe9561,0.48,1000,1000,11/28/16
116263,164800,146200,N,68a18ec10eb2,0.5,1000,1000,11/28/16
116263,164800,146200,N,58853e626a82,0.54,1000,1000,11/28/16
116263,164800,146200,N,13dfaee8f27f,0,1,1,11/28/16
126109,164800,14700,N,6372b35ae986,0.19,3000,3000,12/27/16
126109,164800,14700,N,ca34ab5c748c,0,1,1,12/27/16
116144,164800,14700,N,a617c324f793,0.186,30000,30000,11/12/16
116144,164800,14700,N,13dfaee8f27f,0,1,1,11/12/16
106128,151200,14700,N,de76ce5dec2c,0.185,10500,10500,10/23/16
106128,151200,14700,N,ca34ab5c748c,0,1,1,10/23/16
106202,151200,14700,N,94420bc99e96,0.00285,250000,250000,10/31/16
106202,151200,14700,N,ca34ab5c748c,0,1,1,10/31/16
106202,151200,14700,N,6eb8d2e33c57,0,1,1,10/31/16
106202,151200,14700,N,1839e194af5c,0,1,1,10/31/16
116062,151200,1010,N,e91760134ba7,0.021,110000,110000,11/7/16
116062,151200,1010,N,ca34ab5c748c,0,1,1,11/7/16
116044,151200,14700,N,c29512ac0b8e,0.0045,100000,100000,11/4/16
116044,151200,14700,N,99cee3f75470,0.0649,30400,30400,11/4/16
116044,151200,14700,N,175ef6216df2,0.06435,30000,30000,11/4/16
116044,151200,14700,N,b70a8e0cb4cb,0,3,3,11/4/16
116044,151200,14700,N,1839e194af5c,0,1,1,11/4/16
17087,11600,161,N,0a648752b4c3,0.05,1000,1000,1/23/17
17050,13950,14700,Y,f5a818d73cdb,0.006,9500,9500,1/6/17
17089,3500,19100,N,aea0a15b8bc1,0.36466,100,100,1/23/17
17089,3500,19100,N,d5bae64b0b43,0.1241,100,100,1/23/17
17089,3500,19100,N,7069b2b10c2e,3.93284,50,50,1/23/17
17089,3500,19100,N,45fe26eb3e88,0.0714,100,100,1/23/17
17073,13800,17740,N,471bd9ffece4,0.14,1100,1100,1/18/17
17073,13800,17740,N,4c5a6dbee2a5,0,1,1,1/18/17
17084,220700,,N,2d3d80fbb900,185,1,1,1/20/17
17083,220700,4050,N,2d3d80fbb900,150,1,1,1/20/17
116018,219300,14700,N,148756ba0eb1,0.095,104985,104985,11/3/16
116018,219300,14700,N,1166bdcf265b,0.465,11190,11190,11/3/16
116018,219300,14700,N,7b767c92b225,0.048,51910,51910,11/3/16
116018,219300,14700,N,13dfaee8f27f,0,1,1,11/3/16
17055,13800,800,N,55f62c6d0337,0.02,100,100,1/23/17
17055,13800,15855,N,1487e3a33cce,0.024,200,200,1/23/17
17055,13800,15855,N,cdbfa0a2671d,0.01,1250,1250,1/23/17
17055,13800,800,N,3fb6be051f72,0.07,1000,1000,1/23/17
17055,13800,850,N,914d485bb796,0.12,1000,1000,1/23/17
126168,14891,132500,Y,cfdd11be555f,0.00474,7000,7000,1/4/17
126168,14891,132500,Y,eecb569dec5d,35,1,1,1/4/17
17088,3012,120700,N,1fe113852ea1,0.00334,50000,50000,1/23/17
17088,3012,161,N,4cb9401a9ff3,0.0061,1000,1000,1/23/17
17088,3012,161,N,e048e5929f4a,0.00624,2000,2000,1/23/17
17031,13950,14700,Y,7ed900778c30,0.06,1000,1000,1/3/17
126105,10317,60,N,a641832c6863,0.0171,10000,10000,12/26/16
17099,13280,60,N,839b749e100e,0.17733,5000,5000,1/23/17
17099,13280,60,N,770d4b4ced98,0.06409,5000,5000,1/23/17
126146,298000,120700,Y,9451ed6f9d5c,0.0125,49513,49513,12/29/16
126090,134600,117500,N,e1a406d9720a,0.052,55000,55000,12/22/16
17074,260400,15855,N,c7a48e7caeee,11.1,105,105,1/18/17
17109,249800,60,N,5eca7ed57b92,3.69,350,350,1/24/17
116070,13921,14700,Y,175ef6216df2,0.00333,30000,30000,11/7/16
116070,13921,14700,Y,13dfaee8f27f,25.1,1,1,11/7/16
27002,13921,14700,Y,148756ba0eb1,0.0052,28840,28840,2/1/17
116262,13950,146200,Y,a590bb467d88,0.012,5000,5000,11/28/16
116067,13950,14700,Y,6c92114adf5e,0.012,4780,4780,11/7/16
17077,13921,14700,Y,e9e06cebb967,0.00666,15000,15000,1/19/17
17077,13921,14700,Y,13dfaee8f27f,25.1,1,1,1/19/17
126095,10517,1010,N,c1d86a013a57,0.013,25000,25000,12/23/16
126095,10517,1010,N,0a960a82d511,0,1,1,12/23/16
17043,13950,14700,Y,a734fe6e2bc4,0.003,20000,20000,1/5/17
17094,249800,60,N,aa074e58b9ea,0.08,1000,1000,1/23/17
17070,13921,14700,Y,a617c324f793,0.00666,15000,15000,1/18/17
17070,13921,14700,Y,13dfaee8f27f,25.1,1,1,1/18/17
27003,236700,14700,N,c632c46f2bc1,0.04259,39000,39000,2/1/17
17098,248900,60,N,7e7ef09ddc7f,0.204,2500,2500,1/23/17
17100,8790,60,N,e6add45bbaca,0.0052,50000,50000,1/23/17
17100,8790,60,N,24bc75778b66,0.0087,30000,30000,1/23/17
17100,8790,60,N,5b55b2dd1415,0.0032,10000,10000,1/23/17
17100,8790,60,N,fb4c864da4c8,0.0426,5000,5000,1/23/17
17096,253700,60,N,60b109a51a56,8.15,100,100,1/23/17
17093,104000,60,N,6bd296b0ffbc,0.0928,3000,3000,1/23/17
17085,13921,,N,54552aa659c1,45,2,2,1/20/17
126131,13800,120700,N,61002ae4eb02,0.036,1000,1000,12/29/16
126131,13800,10600,N,e727ab396a86,0.025,500,500,12/29/16
126131,13800,19100,N,91cb8cf60a97,0.045,200,200,12/29/16
116068,13921,14700,Y,99cee3f75470,0.00333,30000,30000,11/7/16
116068,13921,14700,Y,13dfaee8f27f,25.1,1,1,11/7/16
17118,220700,,N,2d3d80fbb900,630,1,1,1/25/17
17136,220700,,N,2d3d80fbb900,385,1,1,1/30/17
116247,277400,,N,bccd5d9ccc35,2.5,1000,1000,11/21/16
116247,277400,,N,ca34ab5c748c,25,1,1,11/21/16
17103,13950,14700,Y,f200f1d94ce6,0.10344,580,580,1/23/17
116065,13950,14700,Y,050747d4e378,0.06,1000,1000,11/7/16
17135,13911,16975,N,4ad89ab3cf47,0.3965,300,300,1/30/17
17135,13911,16975,N,0a960a82d511,0,1,1,1/30/17
17140,13005,13702,N,0dfb6ce4b633,0.56608,2000,2000,1/31/17
17140,13005,13702,N,4c5a6dbee2a5,0,1,1,1/31/17
17140,13005,13702,N,1d8e9ff5785a,0,1,1,1/31/17
86126,13950,14700,Y,dffd6a972e6e,0.2,250,250,9/12/16
17128,4900,19100,N,7dc7e3289fcf,10.5,10,10,1/30/17
17128,4900,19100,N,591e962e7514,0,1,1,1/30/17
17011,13911,17740,N,21bc71bf918d,0.2936,1100,1100,1/2/17
17011,13911,17740,N,1d8e9ff5785a,25,1,1,1/2/17
126101,13950,146200,Y,80aa0e48a413,0.006,10000,10000,12/26/16
17131,14655,17420,N,e3833f41c934,8.5,12,12,1/30/17
17131,14655,17420,N,7ec0ca470b04,0,1,1,1/30/17
17129,13911,109600,N,f775409e9978,0.78,40,40,1/30/17
17126,4900,16975,N,adb95b1549ad,16,20,20,1/27/17
17104,3500,14700,N,eb2d10ba74b9,0.01589,40000,40000,1/23/17
17104,3500,14700,N,ca34ab5c748c,0,1,1,1/23/17
17004,3003,19100,N,1aac02c14e91,0.101,250,250,1/2/17
17004,3003,19100,N,591e962e7514,0,1,1,1/2/17
17001,311700,13702,N,5ae445ad04ef,1.52,50,50,1/2/17
17001,311700,13702,N,4c5a6dbee2a5,0,1,1,1/2/17
